data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;
14 de dezembro de 2024;Atendimento muito bom;- Localização 9/10;;;;;;;;
- Atendimento 10/10;;;;;;;;;;
- Café da manhã 9/10;;;;;;;;;;
- Limpeza 9/10;;;;;;;;;;
"- Cama 9/10""";Nada que tem desagradado;9;;;;;;;;
14 de dezembro de 2024;Ótimo lugar para estadia em qualquer ocasião;Localização;Odor no quarto e ar condicionado não esfria muito;9;;;;;;
14 de dezembro de 2024;Excelente custo benefício, vale a pena!;A localização é excelente, os funcionários extremamente gentis e atenciosos.;;;;;;;;
Café da manhã bem diversificado.;;;;;;;;;;
"Recepção ampla e aconchegante.""";Das instalações do restaurante.;9;;;;;;;;
14 de dezembro de 2024;Razoável;Quartos amplos.;Travesseiros ruins…;;;;;;;
Liguei as 22 pedindo mais travesseiros; e fui informado que o serviço de zeladoria não estava funcionando. Perguntei onde teria mais travesseiros e o atendente relatou que não poderia me ajudar naquele horário…. Em resumo;" no horário de dormir não consegui dormir bem .""";7;;;;;;;
13 de dezembro de 2024;Bom;A localização é excelente! O quarto que fiquei foi bem espaçoso e com o colchão firme ótimo para uma noite de sono!! A recepção são todos atenciosos, café da manhã muito bom.;;7;;;;;;
13 de dezembro de 2024;Boa e recomendo!;Da amplitude do quarto!;Chave/cartão não funcionou direito e atendimento telefônico da recepção demorado!;9;;;;;;
13 de dezembro de 2024;Muito bom;O atendimento de Natália é Priscila foram excelente.;Somente em relação ao estacionamento. Que não indica que é o sistema rotativo. Tivemos que deixar o carro em frente ao hotel.;8;;;;;;
12 de dezembro de 2024;Estadia maravilhosa e tranquila!;O hotel é muito cómodo, fica numa localização ótima perto da praia e o café da manhã muito completo e o staff muito gentil e disponível. Fiquei muito impressionada porque na semana da estadia era o meu aniversário e o staff fez uma surpresa e deixou um bolo de aniversário no meu quarto de presente! :);Não tenho nenhuma crítica negativa, somente o ruído que se escuta do bater das janelas quando o vento está mais forte.;9;;;;;;
12 de dezembro de 2024;Fantástico;Atendimento Natália e Priscila.;;9;;;;;;
11 de dezembro de 2024;Estão caminhando corretamente para felicidade do cliente.;Gostei de 80% de tudo no hotel, atendimento inicial e final perfeitos. Café da manhã farto e saboroso. Pessoal da copa prestativos e atuantes. Quarto confortável. Apenas precisa melhorar roupa de came e banho. Caprichar na limpeza e manutenção. Minha descarga estava com defeito. Mas como fiquei apenas um dia não acionei a recepção. Voltarei com certeza e super indico.;supervisão se está tudo funcionando no apartamento.;8;;;;;;
11 de dezembro de 2024;Excelente custo-benefício:;Localização e café da manhã e a atenção da equipe, particularmente a Pricyla, Natália e o Draiton.;Foi tudo certo.;9;;;;;;
10 de dezembro de 2024;Bom custo-benefício;Localização, custo-benefício;Roupas de cama e banho encardidas. Café da manhã bem básico.;8;;;;;;
9 de dezembro de 2024;Muito bom;instalações e café da manhã;estacionamento tava lotado...;;;;;;;
"Não tinha estacionamento para hóspedes""";8;;;;;;;;;
8 de dezembro de 2024;Nossa estadia foi maravilhosa desdo início ao fim .;Localização é excelente,funcionários são prestativos e hotel é maravilhoso.🙌🏼👏🏼👏🏼👏🏼;;9;;;;;;
8 de dezembro de 2024;Ok para poucos dias ou para quem vem apenas com randormir e passa o dia fora;Localização e atendimento funcionários;Elevadores imprecisos, e escolhemos ele pelo estacionamento. E não tinha capacidade.;8;;;;;;
7 de dezembro de 2024;Satisfatória;Do atendimento, incluindo as atendentes Pricila e Natália;;9;;;;;;
7 de dezembro de 2024;Muito bom;Pessoal muito atencioso, recepcionistas Priscila e Natália são muito educadas;Fechadura muito antiga, box acumulando água;8;;;;;;
6 de dezembro de 2024;Fantástico;Atendimento de Priscila e Natália;Quarto bem limpo e organizado mas moveis antigos e toalhas velhas;9;;;;;;
5 de dezembro de 2024;Muito bom;Localização muito boa e funcionários prestativos;;8;;;;;;
4 de dezembro de 2024;Acomodação boa;Localização do hotel é muito boa, perto da praia, de alguns comércios locais e da feirinha. Quarto muito bom e a atendente foi muito boa pra me orientar. Café da manhã simples, mas gostoso e atendeu as expectativas.;Único problema foi que na noite em que estávamos hospedados acabou a energia no bairro e o hotel não tinha gerado pra atender, pelo menos, ao elevador. Fora isso não tenho outro ponto negativo;7;;;;;;
3 de dezembro de 2024;Fantástico;Atenciosidade dos funcionários e café da manhã;;9;;;;;;
3 de dezembro de 2024;Muito bom;O atendimento da Priscila é Natália foi ótimo. O café da manhã é gostoso.;O quarto tem conforto médio, mas adequado. Um travesseiro só, podia ter mais;8;;;;;;
3 de dezembro de 2024;Muito boa! Vale o custo benefício;Quarto confortável. Café da manhã excelente!!;A tarde sem estar com a placa as moças abriram em dois dias a porta. Estávamos dormindo e acordamos assustados kk;8;;;;;;
3 de dezembro de 2024;Bom;Localização;Acústica, móveis velhos;7;;;;;;
2 de dezembro de 2024;Confortável.;Excelente localização!;As acomodações são bem antigas.;8;;;;;;
2 de dezembro de 2024;Hotel bom e bem localizado com um excelente café da manha;Localização, tamanho do quarto e um magnifico café da manhã;Na da a reclamar;9;;;;;;
2 de dezembro de 2024;Fantástico;.;.;9;;;;;;
30 de novembro de 2024;Bom;Funcionários e localização;O colchão do quarto que fiquei não presta, amanheci doente do desconforto do buraco que fica quando deita.;;;;;;;
Outro detalhe é sobre o frigobar: é necessário que os funcionários verifiquem com atenção o que tem no frigobar quando o hóspede entra;" pois consumimos uma água e pagamos 2 e embalagem de chiclete.""";7;;;;;;;;
28 de novembro de 2024;Razoável considerando a indústria do turismo do Nordeste BR.;As minhas reclamações foram atendidas rapidamente;Receber mensagem de boas vindas e depois perguntar em que apartamento estou hospedado.;7;;;;;;
28 de novembro de 2024;Muito bom;Estão preocupados em melhorar a estrutura e o atendimento, buscando informações de feedback dos hóspedes para melhor atender.;Prédio ainda precisa de algumas reformas para atualização e que a limpeza das mesas do café com mais rapidez;8;;;;;;
27 de novembro de 2024;Boa;Gostei muito do atendimento das recepcionista. A Natália me atendeu muito bem.;Achei as instalações velhas. Precisava dar um investida na manutenção e troca de alguns móveis.;7;;;;;;
27 de novembro de 2024;bom custo benefício;Atendentes muito solícitos e simpáticos em especial o recepcionista Wellington da noite e a Nathalia.;;9;;;;;;
26 de novembro de 2024;agradável!;bom café da manhã.;;;;;;;;
serviço de quarto bom.;;;;;;;;;;
funcionários atenciosos e solícitos; com uma ressalva especial a Natália do Guest Relation que foi um amor de pessoas conosco e muito solicita;" amamos!""";teve uma queda de energia no bairro e no hotel não teve funcionamento do gerador, foram momentos de tensão para os hóspedes e sem muito suporte de informação de alguns funcionários.;8;;;;;;
26 de novembro de 2024;hotel top recomendo;O hotel é excelente, com funcionários extremamente educados e prestativos. O café da manhã é excepcional, oferecendo grande variedade e pratos deliciosos. O quarto é espaçoso e confortável, com um banheiro funcional, embora a ducha pudesse ter uma maior vazão de água.;;;;;;;;
;;;;;;;;;;
A localização é um ponto forte; estando a apenas 100 metros da Praia de Boa Viagem. O Wi-Fi funciona muito bem; garantindo uma ótima conexão. O hotel também conta com um restaurante que serve almoços e lanches de qualidade; com preços acessíveis.;;;;;;;
;;;;;;;;;;
"Recomendo sem dúvidas!""";O único ponto negativo são os elevadores, que demoram bastante e frequentemente estão extremamente lotados, mesmo fora da alta temporada.;8;;;;;;;;
25 de novembro de 2024;Muito bom;O café da manhã foi satisfatório, para uma noite foi um bom custo beneficio;travesseiro, box apertado;8;;;;;;
25 de novembro de 2024;Muito bom;Localização;;8;;;;;;
24 de novembro de 2024;Fantástico;Atendimento, café da manhã.;Nada;9;;;;;;
24 de novembro de 2024;Bom;Do quarto e o atendimento;Elevador muito demorado e não tem uma ventilação dentro dele sendo assim fica muito quente lá dentro pois demora muito;7;;;;;;
22 de novembro de 2024;Bom;;Atendimento da recepção noturna. O quarto não estava pronto para nos receber. Reservamos para 3 e só tinha uma cama de casal.;;;;;;;
Chegamos de madrugada e tivemos que esperar para colocarem outra cama no quarto.;;;;;;;;;;
"O café da manhã e bem fraco .""";7;;;;;;;;;
22 de novembro de 2024;Bom;;O chuveiro da Suíte! Parece uma bica;7;;;;;;
21 de novembro de 2024;Precisa melhorar para voltar ao que era.;O atendimento de todos os funcionários, sem questionamentos, todos atenciosos e prestativos, ofuscando a degradação da habitação.;Vê-se que já foi um bom hotel mas, está muito deteriorado, mal cheiro nos quartos, principalmente no banheiro, roupa de cama e colchões muito usados e em precárias condições de uso. Inclusive má iluminação ambiente.;7;;;;;;
21 de novembro de 2024;Foi boa, porém o hotel precisa de reforma;Banheiro bom;Hotel tá mal cuidado;7;;;;;;
19 de novembro de 2024;Bem localizada.;;Não tem estacionamento para todos os hóspedes. Foi um desconforto muito grande. Se eu soubesse, teria escolhido outro hotel.;7;;;;;;
18 de novembro de 2024;Bom custo-beneficio.;Café da manhã muito bom e variado. Restaurante tranquilo. Localização boa. Um agradecimento especial aos staffs: Natalia, Savio, Aline, Keyse, Anderson e Sr. Sandoval. Sempre simpáticos, educados e proativos.;As acomodações estão precisando de manutenção urgente. Portas, mobílias e roupas de cama/banho muito antigas. Chuveiros muito ruim. Mas pedi para trocar de quarto e fui bem atendida.;7;;;;;;
15 de novembro de 2024;Bom;Limpeza e localização;Barulho do ar-condicionado;7;;;;;;
13 de novembro de 2024;Fantástico;Localização, hospitalidade, café da manhã.;Fiquei no apartamento 907 e as janelas e portas faziam barulho a noite.;9;;;;;;
11 de novembro de 2024;Hotel bom. Bem localizado. Quartos muito limpos. Banho bom. Funcionário muito atenciosos. Bom café da manhã, só achei a;Limpeza e cordialidade dos funcionários.;O elevador não dá conta do fluxo. Café da manhã também fica apertado.;9;;;;;;
10 de novembro de 2024;Pessoal super atencioso! Nathalia e Drailton foram super prestativos e educados!;Conforto, localização, atendimento.;Cafe da manhã bom. Poderia ser melhor.;9;;;;;;
9 de novembro de 2024;Muito boa estadia com ótimo custo x benefício;Ótimo custo x benefício ;;;;;;;;
#NOME?; na primeira paralela com a Av. Boa Viagem; próxima à praia e à Feira de Artesanato;;;;;;;;
#NOME?;;;;;;;;;;
#NOME?; com boa variedade e rápida reposição;;;;;;;;;
#NOME?; apesar de não termos usado;;;;;;;;;
#NOME?;" além de um importante contato direto para Relação com o hóspede""";Sinal de Wi-Fi um pouco instável (pelo menos no 10⁰ andar);;;;;;;;
#NOME?;" muito próxima às mesas do restaurante (pode constranger o uso em alguns horários permitidos).""";8;;;;;;;;
5 de novembro de 2024;Custo x benefício;Localização, equipe muito educado, acomodação, limpeza.;Restaurante, o cardápio é muito restrito. Deveria ter mais opções. Tv somente canais abertos.;8;;;;;;
5 de novembro de 2024;Para o que fui fazer em Recife, foi satisfatório.;Os colaboradores são bastantes prestativos, cortêzes e atenciosos, no tocante a receptividade e educação. A localização é perfeita, próximo a praia, farmácias, supermercados, restaurantes, igreja e hospitais.;Da limpeza realizada, pois, ficou faltando limpar o banheiro, as toalhas que deixei encima da pia, da forma que foi solicitado para deixar quando houvesse a necessidade e assim o fiz, todavia não foram trocadas.;8;;;;;;
3 de novembro de 2024;Muito bom;A recepcionista mulher muito burocrática, quando o rapaz chegou tudo se resolveu. Perdemos muito tempo com a burocracia dela;Café da manhã, muita coisa repetida;8;;;;;;
3 de novembro de 2024;Bom;Tudo muito bem limpo. Camas confortáveis. Chuveiro bom. Excelente café da manhã. Funcionários maravilhosos.;A única coisa que não gostamos foi as janelas não terem trava. Ficamos no 10° andar. Janelas sem trava ou segurança (e estávamos com criança). E o vento forte bate na janela e faz muito barulho. Sacode muito e atrapalha o sono.;7;;;;;;
2 de novembro de 2024;Bom;Do atendimento das camareiras e dos atendentes (auxiliares).;Foi necessário pedir uma toalha a mais. Havia duas para três hóspedes. Tive de lembrar a um atendente da recepção, no check out, que a gente ainda estava ali, apesar de termos chegado com os quinze minutos de antecedência solicitados...;7;;;;;;
2 de novembro de 2024;Fantástico;Localização e do conforto dos quartos;Do chuveiro 🚿;9;;;;;;
30 de outubro de 2024;Fantástico;Localização.;Instalações um pouco antigas.;9;;;;;;
30 de outubro de 2024;Muito bom;Atendimento ótimo, organização também.;A construção é um pouco antiga e precisa de reparos em vários pontos. Os travesseiros precisam de renovação constante (apresentam cheiro e aspecto de usados).;8;;;;;;
30 de outubro de 2024;Atendimento ótimo da priscila, drailton e natália, a louça da pesquisa hahaha;localização;nada;9;;;;;;
30 de outubro de 2024;Bom;Localização muito boa;Chuveiro saia pouca água café da manhã bem lotado no horário que eu fui as 7;7;;;;;;
29 de outubro de 2024;Razoavelmente legal.;A Mesa do quarto é legal para quem gosta de ler, estudar etc.;;;;;;;;
Ademais; um ponto outro positivo;" é a aceitação de pets.""";As camas não são confortáveis. Algumas delas com os pezinhos danificados. Além disso, o sem água morna no chuveiro.;7;;;;;;
28 de outubro de 2024;Bom;da localização;Hotel precisando de uma manutenção. Toalhas velhas e eu pedi um cheeseburguer no restaurante que foi o pior de toda a minha vida: pão velho, pingando óleo e hambúrguer de terceira.;7;;;;;;
27 de outubro de 2024;Gostei muito da minha estadia.;O quarto e o banheiro são espaçosos e aconchegantes, o hotel é bastante organizado e agradável.;Não gostei do café da manhã e a garagem estava lotada.;8;;;;;;
27 de outubro de 2024;Hotel bom, café da manhã delicioso e recepção boa 👍👏🤗;Sim, ótimo 😋;Faltando 10 minutos pra encerrar à diária, já ligaram pra o quanto pra desocupar.;;;;;;;
