data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;
21 de abril de 2022;excelente custo-benefício;banho excelente, camas confortáveis, fizeram um upgrade do quarto gratuitamente, academia com bons equipamentos.;o exaustor do banheiro não dá vazão e o cheiro é bem desagradável;8;;;;;;
19 de abril de 2022;Bom custo-benefício;Òtimo café da manhã. Tapioca e omelete feitos na hora. Equipe do hotel solícita e agradável. A área da piscina é bem gostosa, também. Ficamos apenas uma diária, mas foi um bom custo-benefício.;O quarto no qual nos hospedamos tinha vista para um prédio ao lado e é muito próximo, o que tirava a privacidade e tínhamos que manter as cortinas fechadas.;8;;;;;;
18 de abril de 2022;Excelente;Café da manhã maravilhoso;Gostei de tudo;10;;;;;;
18 de abril de 2022;Um bom hotel ja foj melhor;Fiz minha reserva em um quarto familia ,me colocaram num duplo esperei 1 hora pra me instalar;Esperei 1hora pra me instalar;8;;;;;;
18 de abril de 2022;Ótimas instalações;quarto amplo;Tive que paga pratos e talheres descartáveis quando fiz um pedido em restaurante externo de comida que tinha no hotel e se negaram a fornecer pratos e talheres normais me obrigando a comprar descartais. Achei mesquinho para o nível do hotel .;9;;;;;;
18 de abril de 2022;Boa Hospedagem;Hotel tem boa estrutura, quarto grande, a área da piscina é extensa com programação para criançada. O café da manhã é bem variado com diversas opções de pães, frutas e até tapiocas de diversos sabores feitos na hora em 2 salões bem grandes e diversas máquinas de café. No domingo de Páscoa tinha chocolates pros hóspedes. Achei uma ação bem bacana. Funcionarios do café animados e atenciosos.;Nosso quarto tinha cama extra para criança mas tivemos que esperar quase uma 1h para colocação da mesma. Chuveiro com força da água um pouco fraca. Funcionários da recepção não sabiam informar nada sobre o estacionamento do próprio hotel que estava lotado no feriado. Uma confusão pra estacionar com uma ala em reforma. Ai tinham locais que não podíamos parar pois era do Conventions que fica em anexo sendo que no feriado o local estava fechado. O cartão de acesso ao estacionamento deu vários problemas de leitura. No mais uma boa hospedagem!;8;;;;;;
18 de abril de 2022;Excepcional;Café da manhã e conforto do quarto;;10;;;;;;
17 de abril de 2022;maravilhosa;atendimento excepcional;vazamento no banheiro;10;;;;;;
17 de abril de 2022;Muito bom;;Atendimento na piscina e limpeza do quarto;8;;;;;;
15 de abril de 2022;Excepcional;Com exceção do preço, tudo estava excelente!!;;;;;;;;
 Esse hotel é muito bom;" tranquilo. Possui instalações excelentes e equipe formidável. Café da manhã muito bom e piscina que nos dá a sensação de estarmos em um mini resort.""";O preço estava um pouco alto.;10;;;;;;;
14 de abril de 2022;Excepcional;De tudo;Gostei de tudo;10;;;;;;
12 de abril de 2022;Fantástico;Uma dica boa, é se instalar na torre 2. Tudo muito novo e confortável.;;;;;;;;
"Funcionários e cafe da manha impecável""";;9;;;;;;;;
12 de abril de 2022;Excelente custo benefício.;Café da manhã muito bom.;;;;;;;;
Restaurante e piscinas;" muito embora eu não tenha utilizado.""";Acesso à garagem muito ruim.;8;;;;;;;
11 de abril de 2022;Excepcional;Da delicadeza dos funcionários quando fiz algumas solicitações e fui atendido quase que imediatamente.;Do hotel não dispor de uma sauna para que os hospedes pudesse usar principalmente na chegada, após dirigir algumas horas é muito bom poder relaxar numa sauna ...;10;;;;;;
11 de abril de 2022;Fantástico;Quarto espaçoso, limpo e confortável. Funcionários solícitos.;Opções do restaurante;9;;;;;;
9 de abril de 2022;Antigo, enorme, tudo funciona;Bem localizado, café da manhã farto e diverso, funcionários solícitos, confortável, comidas e bebidas gostosas.;Não havia luz no quarto (1221) apenas luz indireta na antessala, no corredor do banheiro. Esquisitissimo (poderia colocar uma fita de led, um abajour alto, sei lá). Quarto com o chão muuuuuuuito sujo, mesmo após a arrumação (vou deixar uma foto pra vcs entenderem o nível);8;;;;;;
9 de abril de 2022;Excepcional;cafe da manhã, localização;O hotel não disponibiliza água filtrada no hotel para os hóspedes , forçando os mesmos a pagar $5,00 numa garrafa de 200 ml. mesmo com a covid, tinha filtro elétrico na área de convenção e na área do hotel para os hóspedes não havia.;10;;;;;;
9 de abril de 2022;Mar hotel trouxe conforto e satisfação à nossa visita ao Recife.;Café da manhã excelente.;;;;;;;;
Camas super confortáveis.;;;;;;;;;;
Piscina ampla.;;;;;;;;;;
"Limpeza do quarto e banheiros.""";Área infantil deveria haver mais brinquedos como cama elástica, piscina de bolinhas, outros. Estacionamento gratuito para hóspedes.;10;;;;;;;;
8 de abril de 2022;maravilhosa.;limpeza excelente, funcionários maravilhosos, educados, cordiais, muito bom!!!!;tudo muito bom.;10;;;;;;
8 de abril de 2022;Custo-benefício excelente, iria de novo.;Excelente atendimento dos funcionários, equipe cordial e interessada em ajudar. Opção interessante para quem viaja com crianças, pois dispõe de espaço kids, playground e piscinas.;Os travesseiros não são tão confortáveis e o serviço de quarto tem poucas opções.;8;;;;;;
7 de abril de 2022;Um bom hotel, bem localizado e com bons funcionários.;Os funcionários foram atenciosos e prestativos. A limpeza do quarto bem feita. Café da manhã bom. O hotel possui boas instalações e um serviço de restaurante com um cardápio variado e um preço justo, esta opção facilitou no que tange as refeições noturnas. Senti falta de opções para o lanche da tarde.;;8;;;;;;
7 de abril de 2022;Muito boa;O recepcionista Lauro é excelente com sua educação e cordialidade, nos atendeu super bem. ;;;;;;;;
Solicitei um bolinho para o aniversário do meu filho e fui atendida;" por sinal o bolo estava excelente.""";Achei a limpeza do quarto muito fraca, precisei arrastar a cama pra pegar um brinquedo do meu filho e percebi que estava cheio de poeira.;9;;;;;;;
7 de abril de 2022;Boa opção há 30 minutos de caminhada do aeroporto;#NOME?;;;;;;;;
"- Praticidade""";Não concederam upgrade como fizeram 3 semanas antes…;8;;;;;;;;
6 de abril de 2022;maravilhoso;eu amei o quarto, o café da manhã e o atendimento dos funcionários.;eu gostei de tudo;10;;;;;;
5 de abril de 2022;espero voltar em breve à lazer.;café da manhã excepcional e funcionários simpáticos e solícitos.;como fui a trabalho, a mesa e cadeira da suíte não são confortáveis para quem vai passar longas horas trabalhando.;10;;;;;;
5 de abril de 2022;foi boa;O café da manhã está dentro do padrão dos hotéis que tenho visitado e a localização está dentro dos custos benefícios;;;;;;;;
5 de abril de 2022;satisfatória;limpeza;nada a reclamar;8;;;;;;
4 de abril de 2022;Com certeza voltaremos a nos hospedar;Localização ;;;;;;;;
Café da manhã ;;;;;;;;;;
Acomodação ;;;;;;;;;;
"Atendimento""";Wi-Fi;10;;;;;;;;
4 de abril de 2022;Excepcional;Da equipe de funcionários - recepção, concierge, piscina, restaurante, café da manhã e também a camareira - e do café da manhã!;;10;;;;;;
4 de abril de 2022;hotel maravilhoso, quarto muito confortável e limpo, café da manhã excelente! cordialidade;cordialidade, limpeza, cafê da manhã excelente;não teve um funcionário para auxiliar a transportar bagagem até a torre que ficamos, o pessoal do balcão de reserva somente apontou para que direção deveriamos ir, ficamos um pouco perdido;10;;;;;;
4 de abril de 2022;Estadia satisfatória;Café da manhã muito bem servido e com qualidade. Hotel com boa localização.;;9;;;;;;
2 de abril de 2022;Muito bom;Estadia óptima , a repetir .;;8;;;;;;
13 de março de 2025;Decepcionante;;Cama de casal pequena;4;;;;;;
11 de março de 2025;hospedagem bem abaixo das expectativas;Localização;Atendimento da recepção, travesseiros ruins, café da manhã bem regular…;6;;;;;;
5 de março de 2025;Decepcionante;No início, tudo parecia ir bem. Recebemos um upgrade gratuito, instalações relativamente bem conservadas, piscina bonita, café da manhã ok.;Ao sairmos, esquecemos alguns itens, especialmente um perfume. O Hotel diz “que não encontrou”, um pouco estranho, dado que todos os itens estavam em bastante evidência. Não houve nenhum interesse em averiguar em maior detalhe, algum tipo de compensação, ressarcimento ou sequer um pedido de desculpas.;1;;;;;;
25 de fevereiro de 2025;Para passar um;Precisa melhorar. Cama boa;Ar condicionado sem funcionar bem;6;;;;;;
24 de fevereiro de 2025;decepcionado;;Não cumpre CDC e legislação fiscal e não emite a nota fiscal no ato do pagamento ou do checkout. Depois temos de entrar em contato para poder acessar. Apresentam desculpa infundada que a Prefeitura do Recife é que emite a nota. Quem emite é o prestador de serviços, no site da prefeitura.;6;;;;;;
12 de janeiro de 2025;Estadia regular;Localização e cordialidade da equipe do café manhã.;Quarto muito velho e com cheiro muito forte de esgoto. Quarto necessitando uma reforma. Elevadores muito pequenos. Café da manhã muito aquém ao preço cobrado.;5;;;;;;
10 de janeiro de 2025;O hotel é caro pelo que oferece. Poucos elevadores, café da manhã fraco e as camas não são confortáveis. Ficamos apenas;Quarto espaçoso, limpo, com amplo banheiro.;Camas estreitas, baixa qualidade da roupa de cama e travesseiros.;7;;;;;;
28 de dezembro de 2024;Aceitável;Localização;Hotel antigo, o banheiro estava cheio de água com vazamento, estacionamento pago. Hospedagem cara pra o que oferece.;5;;;;;;
27 de dezembro de 2024;Pelo custo benefício não voltaria;Localização próxima ao aeroporto;Do restaurante, não tem controle, ligam no apto cobrando enquanto você ainda está no local ou mesmo após ser pago o consumo, demora no atendimento e na preparação dos pratos, café da manhã razoável, água da piscina gelada;7;;;;;;
25 de dezembro de 2024;Boa localização em boa viagem;Localização boa em boa viagem e bem próximo ao aeroporto. Café da manhã com muitas opções, chuveiro maravilhoso;O valor é muito alto para o que entrega, muito tempo pro check in, elevadores sempre muito cheios, esperava mais;7;;;;;;
23 de dezembro de 2024;OK.;Café da manhã excelente, Estrutura geral do hotel muito boa. Funcionários educados.;Internet no quarto estava péssima, pediram pra esquecer rede e reiniciar mas permaneceu péssima. No Checkin, não sei porque, mas com as pessoas da minha frente foi MUITO demorado. Mas o meu foi rápido.;7;;;;;;
20 de dezembro de 2024;Noites sem dormir e dor no ciático;Estrutura de mini shopping do hotel;Acomodação: colchão péssimo (duro), cama barulhenta, agua fraca do chuveiro;3;;;;;;
18 de dezembro de 2024;Poderia ter sido melhor;Estrutura, localização. Funcionário Erivan muito simpático.;Atendimento na recepção. Toda minha estadia foi comprometida pelo mau atendimento no check in, eu já quis embora dali mesmo.;7;;;;;;
17 de dezembro de 2024;Agradável;Cama e banheiro.;Elevadores e limpeza.;7;;;;;;
15 de dezembro de 2024;Pessima, lastimável, precisava apenas dormir em um quarto razoavel e com minimo conforto e isso nao foi possivel;Comida, cafe da manha bom, restaurante bom;Quarto sujo, portas sujas, toalhas velhas, barulho extremo do corredor e outros quartos.;3;;;;;;
5 de dezembro de 2024;Satisfatório;Quarto amplo;Cama mole;6;;;;;;
4 de dezembro de 2024;Deu para o propósito de pernoite…;Esperava mais do hotel e fiquei decepcionada com a admissão do hotel! Cheguei tarde pois meu voo pousou quase meia noite em Recife. O atendente, um rapaz, não foi gentil, não deu as informações de café da manhã, Wi-Fi e nem adiantou o quarto para minha filha de 3 anos já ir subindo enquanto eu terminava a reserva. Ainda cobrou antecipado a diária, será que ele achou que eu não iria pagar? Achei muito estranho!;Tirando esse inconveniente os demais funcionários foram educados e prestativos.;5;;;;;;
3 de dezembro de 2024;Boa estadia;Quarto e banheiro espaçosos;Quarto antigo;7;;;;;;
2 de dezembro de 2024;Não vale o que se paga;Simpatia dos funcionários, da recepção ao Sr. Sandro da manutenção, muito simpático e solicito;Sujeito, preço e péssima manutenção do ar condicionado;4;;;;;;
20 de novembro de 2024;Hotel sujo, café da manhã péssimo.;;Hotel sujo, café da manhã péssimo.;4;;;;;;
18 de novembro de 2024;Bom;Das instalações e da piscina;Atendimento e cardápio do restaurante;7;;;;;;
18 de novembro de 2024;Bom;Os funcionários bem cordiais.;No site informa que o valor da diária pode ser dividido em até 6 vezes, mas ao chegar no hotel informaram que só divide em no máximo 4 vezes, o estacionamento do hotel é pago!!!! Não informado no site!!!! O café da manhã também deixa a desejar em relação às opções.;7;;;;;;
15 de novembro de 2024;Bom;Café da manhã, localização.;Piscina interditada, instalações com falta de manutenção.;7;;;;;;
9 de novembro de 2024;Hotel bom, mas os quartos tinham cheiro de esgoto (quartos 432 e 1114).;O atendimento dos funcionários foi impecável. O café da manhã foi excelente, e as cozinheiras que faziam tapioca e omelete eram excelentes. A limpeza dos quartos também estava excelente.;A cama do quarto quebrou, e os quartos estavam com cheiro de esgoto!! Provavelmente dos ralos do banheiro.;6;;;;;;
27 de outubro de 2024;Bom;Da piscina;do café na manha;7;;;;;;
25 de outubro de 2024;Satisfatório;;Preço;6;;;;;;
21 de outubro de 2024;Não tenho intenção de retornar.;Quartos na área mais nova possuem um bom padrão de limpeza e conforto, compatível com o valor que paguei em uma promoção.;Piscinas muito sujas (verdes), áreas de lazer muito velhas e pouco agradáveis. Não vale o valor normal que é cobrado.;5;;;;;;
13 de outubro de 2024;Muito ruim;;Atendimento da recepcionista, colocando pessoas na hora do checkout passando na minha frente,uma fila tem que ser obedecida questão de educação, quando me referi que estava errado a situação piorou dizendo que eu tinha que ficar aguardando pois eram hóspedes antigos e teriam que passar na minha frente!!! Fiquei decepcionado, constrangido com a posição da recepcionista;2;;;;;;
12 de outubro de 2024;Custo benefício não viável;Localização;Café da manhã;7;;;;;;
4 de outubro de 2024;Aceitável;Cafe da manhã;Instalações antigas e não gostei da limpeza;5;;;;;;
2 de outubro de 2024;Bom custo benefício, para breve passagem é ótimo;Tamanho;Pisos antigos, estrutura parece ser bem antiga.;7;;;;;;
21 de setembro de 2024;Falta de cordialidade e empatia;Localização e instalacoes;Houve um mal entendido na reserva realizada através da internet e no momento do check in o funcionário extremamente impaciente e rude.;;;;;;;
"Chegamos ao hotel as 4 da manhã após longa e cansativa viagem e nos deparamos com falta de cordialidade""";6;;;;;;;;;
17 de setembro de 2024;Satisfatório;Os rapazes da recepcao sao super simpaticos e muito eficienntes. Ajudam em tudo explicam tudo que precisamos. Andersom ,Caio e Elysson sao os mais maravilhoso de todos. Adorei o atendimento. Hotel perto de tudo. Grande estacionamento pago 25reais. Piscina ampla e cafe da manha super variado com atendentes sorridentes;Ar condicionado super barulhento. Trocamos de quarto suite 2 vezes e nao resultou. Mais no final a equipe deu um jeitinho e melhorou.;6;;;;;;
8 de setembro de 2024;Não irei mais !!;Piscina;Não tinha TV smart absurdo na época de hoje !! O café da manhã péssimo bem basicao ! Pagando diaria cara para tomar café meia boca !!! Poucas opções !!!;5;;;;;;
4 de setembro de 2024;Bom;O café da manhã era muito bom, bem servido, boas opções, principalmente nas comidas regionais.;O preço não justifica a acomodação. Não é justo;7;;;;;;
1º de setembro de 2024;Bom café da manhã, bons funcionários mas as instalações deixam a desejar pelo estado de conservação;Café da manhã;Instalações velhas com sinais aparentes de desgaste, faltando um pouco de manutenção;6;;;;;;
1º de agosto de 2024;Bom;;O café da manhã , muito confuso o serviço . As frutas todos os dias estavam ácidas .;7;;;;;;
1º de agosto de 2024;Bom;Atendimento dos funcionários, recepção, tapioqueiras, funcionários davlimpeza;Localização do quarto,;7;;;;;;
20 de julho de 2024;Decepcionante;Atendimento dos funcionários.;Apartamento antigo e com muito mofo. Higiene do box do banheiro precisam de uma atenção pois há muitas sujeiras nos rejuntes e vidros. Móveis do quarto e espelho do banheiro precisam serem trocados. No roupeiro Não coloquei nada pois dava para ver o mofo. Não sei as outras acomodações como estão mais essa em específico a administração precisa reformar.;3;;;;;;
14 de julho de 2024;Bom;Da localização ;;;;;;;;
Da acomodação ;;;;;;;;;;
"Do Silêncio""";Do banheiro (assento quebrado);;;;;;;;;
Piso velho;;;;;;;;;;
"De pagar estacionamento""";7;;;;;;;;;
2 de junho de 2024;Ruim;Aluguei um tipo de quanto com vista piscina e fui colocado vista prédio ( rua ). Falei na recepção e mesmo assim queria que eu pagasse uma taxa para mudar de quarto.;;3;;;;;;
27 de maio de 2024;Faltou atendimento ao meu filho quando se machucou por falta de manutenção no hotel;Camas;Hotel não prestou auxílio quando necessário. Filho autista se machucou e ninguém auxiliou, sendo necessário auxílio de hóspede de outro quarto.;;;;;;;
"Lesão causada por falta de manutenção na área da piscina.""";6;;;;;;;;;
19 de maio de 2024;Degradado;Café da manhã.;Limpeza, wifi e estado de conservação das instalações.;6;;;;;;
29 de abril de 2024;Cuidem do hotel;Gosto do hotel há muito tempo: localização, amplo;A limpeza estava medíocre em quarto e banheiro .;;;;;;;
"O café da manhã sofreu uma queda na qualidade e opções""";7;;;;;;;;;
22 de abril de 2024;Não vale o valor cobrado das diárias;O banheiro dos quartos são amplos e o café da manhã é bom.;Limpeza, estrutura antiga, restaurante é péssimo, comida ruim e erro na cobrança da conta, lém do atendimento precário.;7;;;;;;
11 de abril de 2024;Reforma com furadeira no café da manhã do domingo;Eu gosto do hotel, já fiquei nele algumas vezes, cama boa, piscina boa, café da manhã bom, mas dessa vez aconteceram alguns fatores que comprometeram a minba visão do local.;Estava fazendo reforma com furadeira e outros instrumentos em pleno café da manhã do domingo, às 08:30 da manhã.;;;;;;;
Perguntei a um funcionário o que estava acontecendo; porque tenho enxaqueca e o barulho estava ensurdecedor; ele me respondeu “esse inferno acontece direto”.;;;;;;;;
Outra questão é o manobrista da noite; eu tenho placa de estacionamento especial; dada uma limitação na coluna; ;;;;;;;
Chegamos de madrugada; buzinamos e nada de aparecer ninguém para retirar os cones da vaga especial; depois que estacionamos; surgiu o manobrista; e foi 3 vezes checar se a placa estava certa; desconfiado porque não preciso de cadeira de rodas mas tenho dificuldade de locomoção. Em vez de estar a postos para nos ajudar;" apareceu bem depois apenas para fiscalizar.""";5;;;
3 de abril de 2024;Piscinas e localização que valem a pena.;Piscinas, Localização, camas e café da manhã. Serviço do restaurante.;Insonorização dos quartos, no piso 7 onde ficamos, é audível a movimentação das pessoas e o bater das portas.;7;;;;;;
24 de março de 2024;Bom;Quarto amplo;Camas com Ácaro;7;;;;;;
22 de março de 2024;Aceitável;Café da manhã bom.;O hotel estava lotado e não foi adaptado o quarto pra receber crianças. ;;;;;;;
Não tinha cama baixa;;;;;;;;;;
Não tinha grade;;;;;;;;;;
Não tinha nada ;;;;;;;;;;
"Os funcionários estavam bem irritados pq o hotel estava muito lotado l.""";5;;;;;;;;;
21 de março de 2024;Aceitável;;Chuveiro do quarto não estava esquentando.;5;;;;;;
17 de março de 2024;Péssimo Atendimento;de nada.;péssimo atendimento. chegamos por volta das 01:30 da manhã com 3 crianças minha esposa grávida e o pessoal da recepção sequer ajudou com as malas. Uma má vontade total. Nunca mais fico nesse hotel;1;;;;;;
6 de março de 2024;Satisfatória;Atenção em antecipar o horário do café da manhã, pois precisávamos estar no aeroporto as 06h00.;O hotel possui 2 torres, sendo uma bem antiga e outra mais nova. Não sei qual critério utilizam para acomodar na torre antiga, fato é que minha família e mais 3 fomos todos acomodados na torre antiga, no 7º andar. Meu apartamento ficava de frente para o elevador, o ar condicionado não esfriava, a temperatura na cidade estava bem elevada, pois estamos no verão. A demora no check in também deve ser pontuada, pois isso desgasta quem já vem viajando, além de que deixa os demais hóspedes irritados, causando tumulto no atendimento de quem está na vez.;6;;;;;;
18 de fevereiro de 2024;Não vale o valor da diária!;Localização, ótimo ar condicionado;Cafe da manha inexplicável, pelo diária de R$ 520,00. DIGO INADMISSÍVEL!;;;;;;;
;;;;;;;;;;
FUI BUSCAR UM CARRO LOCADO E RETORNEI FAZER CHECK OUT ; RAPAZ QUERIA ME C9BRAR DIARIA DO ESTACIONAMENTO ( PASSOU 3 MINUTOS);POIS ELE DEMOROU PARA FAZER CHECK IN ;FALANDO DE BOBAGENS COM HOSPEDES E EU NA FILA ESPERANDO ;PARA PAGAR APENAS 2 AGUAS .HOTEL velho ;" sempre fico Ibis aeroporto e lá voltarei !""";6;;;;
10 de fevereiro de 2024;Aceitável;Localização;Recepção foi horrível se vc quiser receber alguém tem que pagar 150 só pra pessoa circular no hotel um absurdo;5;;;;;;
5 de fevereiro de 2024;Bom;Bom;;7;;;;;;
5 de fevereiro de 2024;Boa , porém com algumas ressalvas que estao listadas acima;Café da manhã normal , nada de mais , esperávamos mais .;Existe um sistema horrível no BOX , do banheiro .;;;;;;;
Pensamos que a faxineira tinha deixado o ralo do BOX fechado ; porém não foi culpa dela e sim um procedimento do Hotel ; visto que acima do registro para abertura possui um adesivo do Hotel ; forçando o hóspede a colocar a mão no ralo para abri-lo ;" difícil de entender este procedimento nada agradável e extremamente nojento . Deveriam rever este procedimento e suspendê-lo imediatamente.""";7;;;;;
30 de janeiro de 2024;Muito chateada, pois já fiquei outra vez e foi bom.;Da localização e os funcionários.;Das camas os Colchões eram muito moles e totalmente desconfortável por ser de molas e os mesmos estavam bem usados. Daí pedi para fazer uma troca! pois não estava conseguindo dormir devido os colchões, eu tenho um desvio na coluna, e eles prontamente me atenderam, porém infelizmente o novo colchão continuou muito mole e precisei pega umas cobertas forrar no chão para dormir. Como iria sair na madrugada para o aeroporto. Deu certo.;5;;;;;;
27 de janeiro de 2024;Satisfatório, mas pode melhorar;Do quarto;Da área de piscina, frias, sujas e com pouco atendimento destinado a esta área;7;;;;;;
17 de janeiro de 2024;Mediana;Localização e limpeza;Não ser disponibilizado toalhas para praia, áreas externas precisando de reformas!;7;;;;;;
17 de janeiro de 2024;Me senti lesado!;Só da localização perto do aeroporto.;Da situação de impotência que nós foi imposta na chegada. Fui obrigado a pagar por 2 quartos só porque minha família são de 3 crianças: 12, 8 e 5 anos. Não deram a opção de um quarto maior e mesmo nós aceitando a menor ficar na cama de casal. E pra completar, nossos amigos que foram na mesma viagem com uma família também de 3 crianças, não precisaram pagar pelo outro quarto. Ah! E detalhe: nos colocaram em um quarto no 4o andar e outro no 11, bem pertinho um do outro(ironia). Experiência terrível!;2;;;;;;
5 de janeiro de 2024;Da próxima vez vou procurar outro este não recomendo;Pelo menos é limpinha;Quarto muito barulhento, o ar-condicionado joga o ar sobre o hóspede, o motor fica ao lado da cama fazendo mais barulho que um avião, dai você desliga e tem que escutar o barulho do motor dos outros quartos não dormi nada;1;;;;;;
3 de janeiro de 2024;Prático, bom para uma estada curta.;Próximo ao aeroporto, cama confortável. Ótimo café da manhã.;Hotel antigo, havia um vazamento no banheiro.;7;;;;;;
1º de janeiro de 2024;Espaço a necessitar de obras e remodelação;Limpeza;Velho;6;;;;;;
25 de dezembro de 2023;Ok. Poderia ter sido ótimo.;Atendimento.;O apartamento vizinho estava em obra. Péssimo o barulho e o cheiro forte de tinta.;7;;;;;;
19 de dezembro de 2023;Sofrível;Localização ;;;;;;;;
"Recepção""";Banheiro velho;;;;;;;;;
Torneira do chuveiro estragada;;;;;;;;;;
Colchão horrível ;;;;;;;;;;
"Café da manhã muito ruim e não começa as 6 como está escrito. A atendente do café mal educada .""";5;;;;;;;;;
19 de dezembro de 2023;Poderia ter sido melhor.;Café da manhã muito, localização boa, piscina gostosa, espaço de convivência muito bom. As camas são um sucesso, principalmente em se tratando do colchão e travesseiros que são excelentes.;No entanto o quarto que ficamos tinha cheiro de mofo, além de um barulho que não identificamos de onde vinha que a noite se tornava horrível, não consegui dormir na primeira noite e fui verificar se poderia trocar, no entanto o hotel esta lotado e não tinha quartos disponível. Os três dias em que passei foram de terror, sem dormir com esse barulho de estalo que não tinha como dormir.;7;;;;;;
7 de dezembro de 2023;Decepcionante;A cama, confortável;Muitas coisas (check in demorado;;;;;;;
3 de dezembro de 2023;Ruim;Cama confortável;Serviços gerais;;;;;;;
Péssimo atendimento em check in e check out;;;;;;;;;;
"Cozinha do restaurante medíocre. Prepare para esperar pelo menos 1h para o seu prato chegar.""";4;;;;;;;;;
28 de novembro de 2023;Bom;Localização e equipe de atendimento.;Café da manhã com poucas variedades.;7;;;;;;
27 de novembro de 2023;Bom;;Café da manhã fraco. Barulho de saída de pessoal de companhias aereas na madrugada até 7 da manha. Poderiam fechar andares certos para elas. Ar condicionado precisando urgentemente de manutenção, mto barulhento.;7;;;;;;
16 de novembro de 2023;Boa, porém de custo-benefício ruim.;Limpeza;Café da manhã.;7;;;;;;
2 de novembro de 2023;Estadia razoável.;A acomodação é boa.;O atendimento na piscina é péssimo. Você implora pra o garçom chegar.;;;;;;;
Na recepção o atendimento é bom.;;;;;;;;;;
"Na realidade eu moro em Recife. Fiquei hospedado devido à festa da Jovem Guarda. Não achei que valeu o custo- benefício.""";7;;;;;;;;;
15 de outubro de 2023;Não voltarei a me hospedar;Café da manhã bem variado.;Torre 1 do hotel está muito antiga, quartos com piso antigo, limpeza deixou muito a desejar, tinha muito poeira em baixo das camas. Ar condicionado não estava esfriando muito.;5;;;;;;
25 de setembro de 2023;Regular;Acesso;Camas pequenas de casal ;;;;;;;
"Lençóis ruins""";7;;;;;;;;;
25 de setembro de 2023;Ruim;O café da manhã é caótico! Tumultuado, estressante.;;3;;;;;;
25 de setembro de 2023;Decepcionada , pelo atendimento da gerente !;Me hospedo há anos no Mar Hotel Conventions, dou sempre preferência ao local, pois não gosto de mudar . Porém , ultimamente tenho me decepcionado com alguns questões! Ahh sem esquecer das meninas da recepção, do turno da manhã são maravilhosas;Fomos para os jogos da amizade da minha filha, há qual estava hospedada em outro hotel com a equipe, porém não quis dormir lá , então solicitei na recepção 1 cama extra, eu tinha de crédito no hotel uma gentileza que me foi oferecida por uma situação muito difícil que ocorreu em outra hospedagem, então conversei com a gerente se a cama extra poderia ser uma cortesia, mas deixei claro que caso não pudesse pagaria . Então fui surpreendida, achei que falaria com uma pessoa educada, porém me faltam palavras para descrever tamanha grosseria por parte de uma gerente de uma rede de hotéis deste porte! Enfim, para não entrar em detalhes deixo meu relato;7;;;;;;
24 de setembro de 2023;Para o valor cobrado não vale;Localização;Café da manhã;5;;;;;;
11 de setembro de 2023;Avaliação Construtiva;;Há mais de 20 anos, tenho tido o prazer de me hospedar neste estabelecimento, e sempre fui um grande defensor da qualidade e do serviço excepcional que vocês oferecem. No entanto, recentemente, minha experiência deixou muito a desejar, e gostaria de compartilhar minhas preocupações de forma construtiva.;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
Primeiramente; a qualidade da comida na área da piscina; que costumava ser excelente; estava notavelmente inferior nesta última estadia. Isso foi decepcionante; pois sempre considerei as refeições à beira da piscina como um ponto alto da minha visita.;;;;;;
;;;;;;;;;;
;;;;;;;;;;
Além disso; o atendimento na recepção durante esta estadia foi; lamentavelmente; péssimo. A falta de cortesia e atenção aos detalhes por parte da equipe de recepção foi algo que nunca havia experimentado aqui antes.;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
Entendo que todos os estabelecimentos podem enfrentar desafios ocasionais; mas como alguém que tem uma história longa e positiva com este hotel;" espero sinceramente que essas questões sejam abordadas e resolvidas. Estou ansioso para voltar a desfrutar da qualidade e hospitalidade que sempre associei a este lugar especial.""";6;;;;;;;
28 de agosto de 2023;pessima, não voltarei novamente.;localização,;Reservei um preço referente a diária minha e de minha esposa e quando fui fazer o chek in informaram outro preço. o apartamentos está velho, e com cheiro de mofo.;2;;;;;;
11 de agosto de 2023;Bom;Atendimento;Estrutura do Hotel está envelhecida.;;;;;;;
"Banheiro estava com problema""";7;;;;;;;;;
5 de agosto de 2023;Satisfatório;Da localização e do café da manhã e dos funcionários;Faltou o tapete aderente no banheiro e quando pedi uma caipirinha na piscina precisava ter dinheiro e eu estava sem dinheiro mas estava com o cartão do hotel mas,mesmo assim não pude desfrutar da caipirinha;6;;;;;;
31 de julho de 2023;Razoável;Banho, cama.;Tv antiga. Não era nem smart;6;;;;;;
25 de julho de 2023;Deveriam aguardar os hóspedes saírem para retirar café da manhã;Localização. Hotel bem localizado.;Café da manhã é até as 10H, porém, deveria deixar as comidas expostas para quem ainda está dentro do restaurante. Quando dá 10H, os funcionários começam a recolher as comidas expostas. Entendemos que o café é para ir até as 10H. ;;;;;;;
Para quem chega de carro;" muito difícil o acesso. Plataforma em reforma fazendo o hóspede """"adivinhar"""" que precisa arrodear. Quarto com cheiro de mofo.""";3;;;;;;;;
