data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;
18 de janeiro de 2024;Muito bom;Da localizao, do cafe da manha;Tempo pra o checkin;8;;;;;;
17 de janeiro de 2024;Confortável e tranquila.;O café da manhã continua um sucesso!;Mais uma vez não ter podido usufruir da piscina.;9;;;;;;
16 de janeiro de 2024;Tudo ótimo;Café da manhã;A cama;9;;;;;;
14 de janeiro de 2024;Bom, porém com uma observação.;O quarto, a cama, o restaurante;O check out. muitas pessoas passaram na minha frente e o pessoal da recepção deixou acontecer. Acho isso uma falta de atenção e de respeito.;8;;;;;;
13 de janeiro de 2024;Estadia bem agradável e proveitosa para toda a nossa família.;Gosto de tudo no Mar Hotel Conventions mas, o destaque vai para a Juliana da limpeza (quarto andar) e o senhor João que logo na chegada se coloca à disposição para nos acolher em qualquer necessidade. Parabéns aos dois e nossa gratidão!;Dessa vez nos cobraram uma conta da hospedagem anterior, o que me pareceu muito estranho uma vez que fiz pré-autorização e no encerramento sempre me asseguro de não ter ficado nada a pagar. Outra coisa foi que não recebi a discriminação das despesas efetuadas e acabei esquecendo de pedir. Como aconteceu de me cobrarem valor da estadia anterior, fiquei com receio de acontecer de novo na próxima vez em que for me hospedar. Isso me causou uma certa insegurança, infelizmente. Mas, esse hotel sempre é a minha primeira escolha em Recife, principalmente em família e com crianças.;10;;;;;;
13 de janeiro de 2024;Excelente.;Excelente. Café da manhã com várias opções. Garçons solícitos. Tapioqueiras/0meleteiras maravilhosas.;Não tenho reclamações. Fomos bem atendidos em tudo.;10;;;;;;
9 de janeiro de 2024;Boa estadia;Boa localização e área da piscina confortável.;Na chegada, tive ajuda com as malas, diferente do que aconteceu na saída.;8;;;;;;
8 de janeiro de 2024;Excelente experiência.;Toda estrutura do Hotel.;Na festa Réveillon faltou recreação para público infantil.;10;;;;;;
8 de janeiro de 2024;Otima;Tudo maravilhoso;Gostei de tudo;10;;;;;;
7 de janeiro de 2024;Ótima estadia custo e benefício.;Estrutura das piscinas;Não se aplica.;10;;;;;;
3 de janeiro de 2024;Boa;Quarto bom, ótimo café da manhã. Piscina e academia boas também.;;9;;;;;;
2 de janeiro de 2024;Hotel maravilhoso;Cafe da manhã excelente, chuveiro, tudo maravilhoso, piscina incrível;Gostei de tudo;10;;;;;;
1º de janeiro de 2024;Para viajantes a trabalho é um excelente lugar.;Hotel com excelente estrutura para receber viajantes a trabalho. ;;;;;;;;
Restaurante; boutique;" agencia de viagens dentro do hotel e com boa acessibilidade para a praia de Boa Viagem.""";;10;;;;;;
31 de dezembro de 2023;Boa opcao em Recife;A area da piscina eh muito boa, as fontes e a cachoeira. Restaurante do hotel qualidade excelente. Cafe da manha variado, frutas, tapioca feita na hora. Equipe simpatica.;A localizacao apesar de ser relativamente perto da praia nao da pra ir andando por questao de seguranca. Quarto familia para 4 pessoas relativamente pequeno, sem opcao de cama extra.;9;;;;;;
29 de dezembro de 2023;Excelente estadia!;Tudo muito bom, desde nossa recepção até a saída. Funcionários muito prestativos e atenciosos. Café da manhã e refeições muito excelentes. Piscinas ótimas para momento de lazer com família.;A única coisa que ficou a desejar foi um barulho no ar condicionado do quarto 707.;10;;;;;;
27 de dezembro de 2023;O Mar Hotel é um ótimo local para vir com toda a família.;O Mar Hotel é um hotel que fica numa ótima localização (a poucas quadras da praia/orla de Boa Viagem) e que tem uma ótima estrutura para receber seus hóspedes. Para quem vem com a família, dispõe de Espaço Kids, de quartos confortáveis e bem distribuídos e uma equipe simpática e sempre disposta a melhor atender. Na época em que estávamos hospedados (a de Natal), o hotel preparou uma programação especial para as crianças e para os adultos. Para as crianças, a presença dos recreadores foi um diferencial. Diversão o dia todo!;Ficamos hospedados do dia 23 ao dia 26 de dezembro. Do dia 25 para o dia 26, o quarto não foi limpo/arrumado.;10;;;;;;
27 de dezembro de 2023;O Mar Hotel é um ótimo hotel para vir com toda família.;O Mar Hotel é um hotel que fica numa ótima localização (a poucas quadras da praia/orla de Boa Viagem) e que tem uma ótima estrutura para receber seus hóspedes. Para quem vem com a família, dispõe de Espaço Kids, de quartos confortáveis e bem distribuídos e uma equipe simpática e sempre disposta a melhor atender. Na época em que estávamos hospedados (a de Natal), o hotel preparou uma programação especial para as crianças e para os adultos. Para as crianças, a presença dos recreadores foi um diferencial. Diversão o dia todo!;Ficamos hospedados do dia 23 ao dia 26 de dezembro. Do dia 25 para o dia 26, o quarto não foi limpo/arrumado.;10;;;;;;
27 de dezembro de 2023;Excelente opção;Sempre que vou a Recife me hospedo no Mar Hotel;;;;;;;;
Perfeito em tudo;;;;;;;;;;
Recomendo.;;;;;;;;;;
"Sugiro os apartamentos mais antigos que são maiores.""";Uma única sugestão;;;;;;;;;
Qdo está chovendo fica difícil retirar o ticket para entrar ou sair com o carro; porque não tem cobertura de proteção.;;;;;;;;;
"Molha-se o braço e o ticket""";9;;;;;;;;;
25 de dezembro de 2023;Excepcional;Limpeza e serviços do hotel;;10;;;;;;
25 de dezembro de 2023;Excepcional;Gostamos de tudo, os funcionários são muito educados e prestativos do início ao fim. Quartos espaçosos e com tudo em perfeito funcionamento.;;;;;;;;
Café da manhã com muitas opções; além das variedades dos restaurantes; como cafezinhos;" caladinho e drinks na piscina. Recomendo muito.""";A acústica, dava pra ouvir barulho no corredor ou no quarto ao lado, mas nada que atrapalhasse as qualidades citadas;10;;;;;
25 de dezembro de 2023;Fantástico;Café da manhã, ceia de natal (paga a parte) serviço de piscina e recreação;Os arredores do hotel, hiper desconfortável, muitos moradores de rua, sujeira, não me senti nenhum pouco segura nas imediações. Dentro do hotel, excelente. Da porta pra fora, péssimo;9;;;;;;
22 de dezembro de 2023;Maravilhosa como sempre;Funcionários muito atenciosos!;;;;;;;;
Café da manhã excelente!;;;;;;;;;;
"Quero destacar a simpatia e atenção que tive do pessoal da recepção.""";;10;;;;;;;;
18 de dezembro de 2023;Foi boa;Localização;Ter que pagar os pedidos na hora. Poderia acertar quando fizer o checkout .;8;;;;;;
16 de dezembro de 2023;Custo benefício razoável.;Quarto confortável e limpo.;Café da manhã. Pouca variedade e a disposição das mesas e o local para se servir são em ambiente diferentes.;8;;;;;;
14 de dezembro de 2023;Excepcional;Absolutamente tudo no hotel é impecável. Excelente ambiente para famílias.;;10;;;;;;
11 de dezembro de 2023;Um bom final de semana;Piscina, estacionamento sem manobrista, quarto com varanda;Demora no room service;9;;;;;;
9 de dezembro de 2023;Qualidade e conforto para toda família;Hotel tem um ótima estrutura. Piscina muito boa, estacionamento. Restaurante muito bom com ótimos preços.;;10;;;;;;
8 de dezembro de 2023;Excepcional;Café da manhã excelente, estacionamento coberto e ótima localização!;;10;;;;;;
7 de dezembro de 2023;Muito bom;Tudo conforme esperado. Em especial, o ar-condicionado estava limpinho (muitas vezes os aparelhos de ar-condicionado dos hotéis estão sujos - a gente percebe quando acontece pelo próprio ar que sai deles - e o de lá estava limpo).;A única ressalva foi justamente ligada também ao ar-condicionado, pois ficamos 4 pessoas (casal mais dois filhos adolescentes) e a posição do ar-condicionado no quarto ficou jogando necessariamente o ar frio na cabeça de um dos quatro hóspedes.;8;;;;;;
5 de dezembro de 2023;Excelente;Tudo;;10;;;;;;
4 de dezembro de 2023;confortável.;conforto do quarto e nos deixaram ficar até às 16h no late check out, o que ajudou muito muito.;banheiro está um pouco antigo com ferrugens no box;;;;;;;
"café da manhã bastante usual""";8;;;;;;;;;
2 de dezembro de 2023;Conforto sempre!;Conforto e boa localização. Excelente banho e espaço no banheiro, aliás, bom espaço no quarto como um todo. Além de um conjunto de piscinas excelente para um hotel de cidade grande. Excelente café da manhã!;O menu do restaurante poderia ter maior diversidade de opções para uma refeição no Hotel.;9;;;;;;
2 de dezembro de 2023;Tudo ótimo;Quartos excelentes e limpos.;Nada;10;;;;;;
22 de novembro de 2023;ATENDEU AS EXPECTATIVAS;Viajo sempre a Recife e sempre e hospedo no Mar Hotel.;;;;;;;;
O Hotel é ótimo em todos os sentidos (garagem - com custo; mas excelente - apartamento amplo; café da manhã; restaurante muito bom; atendimento sempre prestativo; perto de bons restaurantes; etc).;;;;
"Enfim excelente opção.""";Como viajo sempre de carro o ticket para entrada e saída sempre causa algum transtorno, devido a existência e mais de um código de barra existente nesse ticket. Sempre pago a parte a garagem para evitar problemas, já ocorridos em localizar o pagamento efetuado na entrada juntamente com a conta do hotel. ;;;;;;;;;
Outro detalhe da entrada com carro é que quando está chovendo o transtorno é grande devido não haver proteção para a chuva. Molha-se o braço; a camisa; o ticket (as vezes sai outro porque o que estava com o hospede ficou molhado. etc);;;;;;;;
Sempre recomendo nas avaliações a colocação de uma cobertura porém;" a situação permanece a mesma há bastante tempo.""";9;;;;;;;;
21 de novembro de 2023;Excepcional;Localização;Tudo ótimo;10;;;;;;
12 de novembro de 2023;Excepcional;Amei a localização, funcionários muito atencioso.;;;;;;;;
"Ameiii""";;10;;;;;;;;
12 de novembro de 2023;Até breve!;Da limpeza do quarto;;;;;;;;
8 de novembro de 2023;Agrdável, mas ficou a sensação de que algumas coisas poderiam ser melhores;Instalações e local adequado.;;;;;;;;
Garçons atenciosos.;;;;;;;;;;
"Boa variedade de produtos.""";O restaurante poderia apresentar mais variedade e qualidade nas refeições.;8;;;;;;;;
8 de novembro de 2023;Excelente,, recomendo super!;Boa localização, café da manhã maravilhoso, os funcionários bem humorados e atenciosos, limpeza boa.;;10;;;;;;
7 de novembro de 2023;Excepcional;Café da manhã e piscinas;Foi tudo ótimo.;10;;;;;;
6 de novembro de 2023;Fantástico;Café da manhã;Nada a declarar;9;;;;;;
3 de novembro de 2023;Excelente estada.;Espaço do quarto, café da manhã.;;10;;;;;;
31 de outubro de 2023;Fantástico;Localização;;9;;;;;;
30 de outubro de 2023;Fantástico;Localização;Corredores com carpete e cheiro de cigarro ( em alguns momentos (;9;;;;;;
30 de outubro de 2023;Amplo e confortável;"Foi tudo ótimo, com exceção de um momento no restaurante, onde os funcionários falavam de forma audível e bruscamente entre si, pois estavam pressionados a arrumar o salão para um ""chá"" e, pelo jeito, as mesas onde eu e outras pessoas estavam ocupando para almoçar, estavam atrasando eles.";De tudo com exceção do que comentei acima;9;;;;;;
29 de outubro de 2023;Excepcional;Tivemos um atendimento excelente, funcionários prestativos e atenciosos .Parabéns!;;10;;;;;;
29 de outubro de 2023;Descanso;Confortável, suite com bom espaço interno, café da manhã bom.;Restaurante caro, serviço ruim, pratos mal servidos. Não vale o que se paga por eles.;8;;;;;;
29 de outubro de 2023;Final de semana perfeito;Os dois quartos super limpos. O café da manhã espetacular. Já o serviço da piscina muito bom. Os Garçons muito atenciosos. O restaurante do hotel e sua dependias são estupendos!!;A piscina pelo simples fato de não ter sol o dia todo. No meio do dia ela fica na sobra. Mas ela em si, é maravilhosa!!;10;;;;;;
29 de outubro de 2023;Muito bom;Todos na recepção são muito atenciosos;;8;;;;;;
29 de outubro de 2023;Fabulosa;Quarto;Sem cadeira no quarto;10;;;;;;
24 de outubro de 2023;Excepcional;Localização e Limpeza;;10;;;;;;
24 de outubro de 2023;Excepcional;A cama;O ar condicionado,poderia ser melhor;10;;;;;;
23 de outubro de 2023;Voltarei sempre;Do atendimento;;;;;;;;
Da acomodação ;;;;;;;;;;
"Do café da manhã""";;10;;;;;;;;
15 de outubro de 2023;Muito bom;No geral o hotel oferece uma boa estrutura, inclusive para quem viaja com crianças.;Para quem quer ficar no hotel para descansar o suporte do bar e restaurante Five Star não é dos melhores, refeições tem um valor que não faz jus a qualidade e tentamos tomar alguns drinks e foram decepcionantes, pior margarita que já experimentei! Mas os funcionários são muito solícitos e simpáticos diminuindo a decepção em alguns quesitos.;8;;;;;;
15 de outubro de 2023;Maravilhosa;Hotel muito bom, café da manhã delicioso;;9;;;;;;
13 de outubro de 2023;Estadia ótima.;Café da manhã e a parte da piscina;Barulho nos quartos;9;;;;;;
10 de outubro de 2023;Fantástico;Piscina, internet, café da manhã bem variado e quarto confortável.;Tem estacionamento, mas é pago. Poderia estar incluso na diária.;9;;;;;;
7 de outubro de 2023;Excepcional;Área de piscina, café da manhã;;10;;;;;;
4 de outubro de 2023;Fantástico;O restaurante do hotel é sensacional, não deixem de dar uma passadinha;;9;;;;;;
2 de outubro de 2023;Ótima estadia;Quarto limpo e amplo!;;8;;;;;;
2 de outubro de 2023;Perfeita e agradável;Do atendimento do manobrista, acho que o nome era André Luis e a excelente recepção, por Lauro.;Amei tudoooo;10;;;;;;
1º de outubro de 2023;Fantástico;Boas acomodações no quarto, boa internet e bom atendimento. O café da manhã é bastante diversificado e com excelentes opções.;Nada a observar;9;;;;;;
30 de setembro de 2023;Ótimo;Tudo;Internet;10;;;;;;
28 de setembro de 2023;Recomendo o hotel;Localização, hotel , piscina etc;Travesseiros;10;;;;;;
25 de setembro de 2023;Hotel muito bem localizado, próximo ao aeroporto e com excelente estrutura.;Excelente localização;Muita muriçoca no saguão;9;;;;;;
24 de setembro de 2023;Hotel excelente e confortável em Boa Viagem;Quarto extremamente confortável e limpo. Funcionários simpáticos e muito prestativos. Ótima infraestrutura (piscina, restaurante, café). Café da manhã excelente.;;10;;;;;;
23 de setembro de 2023;Excepcional;De tudo;Alguns meros detalhes mais sem muita importância;10;;;;;;
22 de setembro de 2023;Fantástico;Do quarto e da educação do staff do hotel;No momento não me vem nada à mente.;9;;;;;;
21 de setembro de 2023;Excelente;Da localização, da limpeza, do conforto, do café da manhã e etc...;Da demora no check-in, de ter que pagar estacionamento;10;;;;;;
18 de setembro de 2023;Excepcional;Localização;Check in lento;10;;;;;;
17 de setembro de 2023;Surpreendeu;Café da manhã simplesmente perfeito;Nada;10;;;;;;
17 de setembro de 2023;Muito bom;Café da manhã.;Limpeza muito ruim e cobrança de itens não consumidos.;8;;;;;;
17 de setembro de 2023;Muito boa;Camas;Ar condicionado;9;;;;;;
16 de setembro de 2023;Vale muito a pena!!!;Quarto limpo, cama confortável, banheiro de tamanho excelente. Piscinas boas, atendimento muito bom por parte dos funcionários do hotel.;Passei um situação um pouco chata no restaurante do hotel. Como não queria comer do cardápio deles, pedi comida de outro lugar. Uma pessoa do restaurante, acredito que era o gerente, disse que eu não poderia comer comida de outro local na mesa do restaurante e pediu que eu me retirasse. Levantei e fui comer numa cadeira uns 2 metros do lado das mesas do restaurante. E aí podia. Cada uma que aparece, viu. Mas, tá tranquilo.;10;;;;;;
15 de setembro de 2023;Hotel antigo tradicional e sempre mantendo uma boa qualidade;Café da manhã top;;9;;;;;;
12 de setembro de 2023;Bom como sempre;Gostei de tudo. Sempre que vou a Recife me hospedo no Mar Hotel. Quarto amplo. Camas confortáveis. Piscina é muito gostosa. Academia de ginástica boa. Localização muito boa, a uma curta caminhada da feirinha da praia de Boa Viagem. Café da manhã é muito bom.;Gostei de tudo.;10;;;;;;
12 de setembro de 2023;Excelente custo-benefício;Ótimo café da manhã, eficiência na limpeza. Area da piscina excelente!;Sem reclamações!;9;;;;;;
9 de setembro de 2023;Boa e voltaria ao hotel qdo voltar em Recife;Localização , passamos pouco tempo mas o hotel oferece boas opções de lazer;Qdo chegamos o check in foi bem demorado pois tinham mudado o sistema na véspera , mas isso é comum com as mudanças de sistemas;10;;;;;;
4 de setembro de 2023;Estadia nota mil;Café da manhã maravilhoso, quarto aconchegante com chuveiro quente e água da pia tbm térmica, boa localização, excelente atendimento!!;Nada;;;;;;;
Foi tudo de bom grado;;;;;;;;;;
"Sem observações negarivas""";10;;;;;;;;;
2 de setembro de 2023;Boa;Quarto bom, funcionários simpáticos;O café da manhã poderia ter mais opções e achei um absurdo ter que pagar estacionamento;8;;;;;;
31 de agosto de 2023;Excepcional;De tudo, como sempre. Hotel muito bom, café da manhã de qualidade e com equipe muito solícita.;;10;;;;;;
31 de agosto de 2023;Ótimo combinação de estrutura, serviços, preço e localização.;Nada excepcional, mas o conjunto da obra merece elogios. Boa cama, bons travesseiros, água quente sempre disponível, nenhum vazamento, limpeza diária, toalhas para todos os hóspedes, inclusive na piscina, bom atendimento na recepção (destaque para Mayara), brinquedoteca, piscina agradável, café da manhã com ótimas opções.;Faltou apenas uma coberta para quem se tosse mais frio.;9;;;;;;
31 de agosto de 2023;Excepcional;Tudo a contento.;;10;;;;;;
30 de agosto de 2023;Muito bom;Gentileza dos funcionários;Chuveiro do banheiro com pouca pressão de água e vazava muita água do box para o chão do banheiro;8;;;;;;
28 de agosto de 2023;Excelente em tudo , exceto pelo restaurante;Excelente localização , conforto , limpeza e cordialidade dos funcionários;O restaurante do hotel deixou muito a desejar . Pratos que não condiziam com a proposta apresentada no menu . Servido bife onde era anunciado filé . Atendimento muito deficiente por parte dos Garçons;9;;;;;;
28 de agosto de 2023;Excepcional;Acomodação boa, tudo muito limpo e atendimento do pessoal exelente.!;;10;;;;;;
28 de agosto de 2023;Hotel tradicional com excelente estado de conservação, ótimo café da manhã atendimento eficiente e cordial.;Hotel limpo e muito bem conservado. Instalações em perfeito estado de conservação. Cama confortável e o banho é muito bom.;;9;;;;;;
27 de agosto de 2023;Boa estadia!;Piscinas, farto café da manhã, limpeza, gentileza dos colaboradores;Pouca água do chuveiro pelo preço cobrado da acomodação;8;;;;;;
27 de agosto de 2023;Excelente;Quarto família reformado e espaçoso;Elevadores demoram a chegar;10;;;;;;
21 de agosto de 2023;Excelente;Localização. Café da manhã PERFEITO! Atendimento dos funcionários nota 10.;Nada;10;;;;;;
21 de agosto de 2023;Estadia rápida no Mar Hotel;Atendimento dos funcionários, estrutura do hotel, café da manhã;Não aceita Pets, acesso do estacionamento aos apartamentos.;10;;;;;;
20 de agosto de 2023;Excepcional;da gentileza dos funcionários;nada;10;;;;;;
15 de agosto de 2023;Foi boa;Gostei do atendimento;Achei as instalações antigas;8;;;;;;
15 de agosto de 2023;Boa escolha;Hotel com uma boa estrutura, camas confortáveis e roupas de cama limpas. A estadia foi bem agradável.;Acho que poderia ter alguma programação infantil, o piso do hotel é bem antigo e poderiam dispor de cadeira de rodas.;8;;;;;;
7 de agosto de 2023;Excepcional;Fiquei na suíte 1502. Excelente! Todo o andar reformado!;A única queixa diz respeito ao ralo do banheiro, pois acumula água no box.;10;;;;;;
7 de agosto de 2023;Sempre volto;;Manutenção de ar condicionado!! Controles não funcionam ou sem bateria em estado de uso;8;;;;;;
7 de agosto de 2023;Hospedagem muito agradável;Café da manhã ;;;;;;;;
"Baião de 2 do restaurante.""";;9;;;;;;;;
6 de agosto de 2023;Muito bom.;Estrutura muito boa. Parque aquático muito legal para as crianças. Café da manhã bem legal.;;10;;;;;;
2 de agosto de 2023;Hotel bom mas necessita manutenção;Hotel bem localizado e quarto espaçoso.;A porta da varanda do quarto não fechava completamente, o controle do ar não funcionava bem, a tv estava com defeito e nem sempre funcionava bem, a porta do banheiro não fechava. Quarto 714.;9;;;;;;
1º de agosto de 2023;Muito bom;Ótima localização e acomodações.;Chuveiro não possuía agua muito quente, apenas morna.;8;;;;;;
31 de julho de 2023;Plena;Limpeza e café da manhã;Nada;10;;;;;;
30 de julho de 2023;excelente atendimento. Eu e minha família adoramos a estadia.;Atendimento;;9;;;;;;
26 de julho de 2023;Excelente;Eu e meu filho amamos o hotel, desde a limpeza até a recepção. Café da manhã farto, delicioso. ;;;;;;;;
Quarto limpo; roupas de cama e banho se;;;;;;;;;
Deixar trocam todos os dias. ;;;;;;;;;;
Amamos a área de lazer; piscina para crianças;" voltarei em breve.""";;10;;;;;;
25 de julho de 2023;Muito agradável!;Limpeza, conforto e atendimento muito bons. Localização favorável a locomoção pela cidade. Café da manhã bem variado com tapioca e omelete feitos na hora. Excelente jantar com música ao vivo de qualidade (pelo que vi é apenas na quinta, dia que estávamos lá, mas podia ter em outros dias também).;Estacionamento poderia ser cortesia para os hóspedes. Sei que é uma prática comum ser cobrado à parte. Mas a cortesia seria um diferencial.;10;;;;;;
23 de julho de 2023;Excepcional;Café da manhã excelente , bem variado , tapioca e queijo coalho feitos na hora .;Localização um pouquinho longe da praia;10;;;;;;
20 de julho de 2023;Excepcional;Tudo!;;10;;;;;;
19 de julho de 2023;Atendeu as expectativas;Fomos muito bem atendidos pelo time da recepção. Pessoas muito agradáveis e dispostas a nos ajudar.;O restaurante ficou a desejar. Fomos para o restaurante próximo das 18:30 e precisamos ficar procurando pelo garçom para nos atender. Para completar não houve empatia da parte dele. Os sucos são todos industrializados (até mesmo o de laranja) e a comida sem sabor.;10;;;;;;
15 de julho de 2023;Estadia incrível;Limpeza excelente e atendimento maravilhoso. Tudo muito confortável.;;10;;;;;;
12 de julho de 2023;Bom!;Ótima localização para fins de trabalho e lazer! ;;;;;;;;
Café da manhã maravilhoso; tapioca na hora; frutas diversas e opções diet ( bolos;pães;" geleias)""";Ficamos 7 dias no hotel. Funcionários atenciosos e prontos pra ajudar, mas melhoraria a limpeza dos quartos ( notei que como ficamos no mesmo quarto por 1 semana a moça da limpeza não fazia higiene devida do quarto que se resumia só em retirar lixo e passar pano;;;;;
no chão! Móveis; bancadas de vidro e banheiros precisam ser limpos diariamente;" principalmente pra quem está com criança)""";8;;;;;;;
8 de julho de 2023;Excepcional;Funcionários gentis. Quarto confortável e cama excelente. Café da manhã farto e variado, até para quem não pode comer gluten.;;10;;;;;;
29 de junho de 2023;2°vez de muitas mais!;De tudo no geral.;Alguns funcionários um pouco despreocupados com algumas questões...;10;;;;;;
18 de junho de 2023;Excepcional;De tudo como sempre!;A única coisa que agente não gostou,foi ter que devide camas de casal com outra pessoa,pois pedi individual ou que desconjulgasse.;10;;;;;;
16 de junho de 2023;Fantástico;Café da manhã e funcionários excelentes!!;;;;;;;;
O quarto é apertado.;;;;;;;;;;
A localização é boa; porém não tem vista pra praia; para quem prioriza.;;;;;;;;
"Limpeza OK""";Pagar o estacionamento;9;;;;;;;;
14 de junho de 2023;Médicos e shopping;A começar pelo atendimento ainda fora do hotel pelo Barros, passando pelo Daniel Cassimiro, do Estacionamento, e culminando com o John Leno, que caprichou nos pães de queijo, foi tudo muito bom! Com certeza, retornarei.;De não ter tido tempo para aproveitar a piscina.;9;;;;;;
13 de junho de 2023;muito boa!!!!!;limpeza, café da manhã, conforto!;não é à beira mar;9;;;;;;
13 de junho de 2023;Excelente para famílias;A academia é muito boa, o café da manhã bem diversificado e com qualidade. O quarto tem um espaço muito bom. E a equipe é bem treinada e preparada.;Sem queixas.;10;;;;;;
12 de junho de 2023;Confortável;sSolicitei cobertores quentes e eles me atenderam.;Não houve nada.;10;;;;;;
11 de junho de 2023;Muito bom;Excelente! Localização de fácil acesso, estacionamento muito bom, café da manhã perfeito. Os colaboradores gentios e muito educados. Essa é a segunda vez que ficamos e com certeza votaremos.;Nada!;8;;;;;;
9 de junho de 2023;Melhor custo benefício de Recife;Gostei de tudo. Atendimento excelente, cordial, nos faz sentir em casa. Café da manhã bom, localização excelente.;Tudo me agradou;10;;;;;;
5 de junho de 2023;Excelente custo-benefício;Do conforto da acomodação e da estrutura de lazer do hotel.;O estacionamento é muito apertado e de acesso complicado.;10;;;;;;
4 de junho de 2023;Fantástico;localização, café da manhã, chuveiro;;9;;;;;;
28 de maio de 2023;Fantástico;Equipe é atenciosa, quarto confortável. Café da manhã razoável.;Café da manhã pode melhorar.;9;;;;;;
28 de maio de 2023;Nota 10;Amei estar la meu filho disse que queria morar no hotel do quanto q ele gostou ;;;;;;;;
Cama confortavel cafe da manha otimo com duas mocas que fazem a tapioca Luciana e gaby super simpatica atenciosas sempre com um sorriso no rosto fez ate uma tapioca doce pro meu filho amei 😍;;;;;;;;;;
E sem falar de quando cheguei o rapaz da seguranca mim ajudou com as malas Alex mim deu informacoes super gentil;;;;;;;;;;
Chuveiro otimo varanda com vista pra piscina tudo perfeito sem falar da area de lazer com as piscinas consegui reposar bastante depois de uma lunga viagem ;;;;;;;;;;
Tudo perfeito ;;;;;;;;;;
"Estao de parabens""";Nao tem;10;;;;;;;;
27 de maio de 2023;Tudo bem no geral;Gostei do quarto do café da localização do atendimento;Quando cheguei tinham ligado o ar no mínimo e estava muito frio. Demorei para regular;8;;;;;;
26 de maio de 2023;Perfeição;Cardápio diversificado e funcionários prestativos. Conforto, localização e custo benefício excelentes. Nota 1000 pro Hotel que tem uma piscina excelente. Recomendo o restaurante que serve pratos ótimos.;;10;;;;;;
23 de maio de 2023;Fantástico;Quarto espaçoso, cama grande com colchão e roupas de cama de boa qualidade. Chuveiro com bastante pressao e água quentinha. Internet boa, não ficava caindo. Café da manhã maravilhoso, várias opções saudáveis como bolinhos de aveia, granola sem açúcar e com castanhas, pães integrais, frutas diversas, sucos naturais, tapioca feita na hora....Para quem não toma leite de vaca tem leite de soja. O espaço da piscina é ótimo, bem arborizado.;Solicitamos pratos e talheres pois pedimos comida pelo ifood e o hotel ofereceu pratos e talheres de plástico por um custo de R$10,00! É um absurdo um hotel tão bom não oferecer um prato com talheres de qualidade. Se vc for pedir comida já esteja preparado, os talheres quebram só de olhar.;9;;;;;;
22 de maio de 2023;Excepcional;Ótima recepção;;;;;;;;
22 de maio de 2023;Hotel para um final de semana em Recife;O café da manhã é bastante diversificado, com diversos tipos de bolos, doces, tapioca e comidas típicas do Nordeste. Considero um café da manhã muito bom e dentro das expectativas. Tapiocas feitas durante o café da manhã dão um sabor especial. As pisciplinas são bacanas também e o hotel é fácil de chegar e sair dentro do trânsito de Recife.;O estacionamento não é gratuito, isso poderia ser repensado no futuro. Após a reserva do hotel e quando já se aproximava da data para o check-in, recebi mensage por e-mail para se fazer o check-in online. Inseri os documentos dos hospedes e tudo mais. Ao chegar presencialmente no hotel tive que fazer todo o trâmite novamente, aparentemente os sistemas não estão interligados. Isso foi realmente muito chato pois viajávamos com crianças e tivemos que fazer todo o trâmite de enviar os documentos novamente. Isso precisa de fato ser rependado. Alias, onde estào meus dados, e a LGPD? Gostaria muito de saber mais informações sobre isso e se o hotel está cumprindo a LGPD com os meus dados.;9;;;;;;
22 de maio de 2023;em telaçao ao hotel excelente;quartos confortáveis.;não gostei da reserva do Booking,pois reservei dois quartos para dois casais e vocês colocaram como se tivesse reservado em cada quarto 1 pessoa ,erro grave de vocês e fui obrigada a pagar mais 150,00 reais por quarto ficando nossa estadia por 500,00 reais cada quarto .Se tivesse feito direto no hotel sairia por 340,00 reais e isto me faz repensar se vale a pena usar o serviços do Booking.;10;;;;;;
21 de maio de 2023;Fantástico;Várias opções de piscina, muito bom para crianças e famílias.;;9;;;;;;
20 de maio de 2023;hotel excelente;Acomodação perfeita;A limpeza dos quartos só a tarde;10;;;;;;
19 de maio de 2023;Dentro de nossas expectativas.;Tudo;;10;;;;;;
17 de maio de 2023;Excepcional;Tudo foi incrível, o atendimento dos funcionários, a limpeza do quarto, o café da manhã simplesmente perfeito com várias opções preparadas na hora, as piscinas, a localização próximo a diversos restaurantes que é possível ir a pé em poucos minutos (porém não recomendo, pois achei as ruas escuras e um pouco perigosas);Iluminação um pouco fraca;10;;;;;;
14 de maio de 2023;De volta ao mar de boas recordações;Hóspede do Mar Hotel há muito tempo retornei após o confinamento imposto pela pandemia e considerei satisfatória a estada no hotel como das outras vezes com destaque para as instalações, os funcionários e a atenção com atendimento de minhas solicitações feitas on line.;Embora o quarto seja espaçoso, dá torre nova, o banheiro é pequeno e o chuveiro com queda d'água fraca e com a saída de água, logo que abertos, no chuveiro e torneira com água muito quente, em temperatura elevadíssima, que vai esfriando aos poucos.Enfim, Considerando o padrão da rede hotel da cidade está bem colocado na média.;8;;;;;;
12 de maio de 2023;Sensacional;A Piscina espetacular, academia muito útil com professor de prontidão, brinquedoteca as áreas comuns o bar tava tendo cantor ao vivo tudo sensacional e o café da Manhã é top... Amei espero voltar Mais vezes.;Fiquei muito satisfeito com tudo. Só uma sugestão para ampliar o horário da piscina pois de 08h até as 20h acho cedo. Pra quem é hóspede turista sempre quer mais kkk.;10;;;;;;
