data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;
14 de fevereiro de 2023;Muito bom;Próximo a praia;Jantar muito ruim;8;;;;;;
14 de fevereiro de 2023;Fantástico;Localização, custo benefício;O cofre estava estragado e não travava;9;;;;;;
14 de fevereiro de 2023;Dentro do esperado;Café da manhã bom e localização muito boa;O jantar ruim, péssimo preparo;8;;;;;;
14 de fevereiro de 2023;Muito bom;Ótima localização, porém o hotel precisa de reformas, toalhas incardidas, café da manhã bom, tivemos um problema com quarto, a porta da sacada estava totalmente danificada e prontamente fizeram a troca de de quarto;;8;;;;;;
14 de fevereiro de 2023;Muito bom;Tamanho do quarto;;8;;;;;;
13 de fevereiro de 2023;Fantástico;Os quartos são mais antigos, mas excelentes para a estadia, ficamos em um quarto vista mar de tirar o fôlego, o hotel tem um café da manhã delicioso, bem servido, com variedades. O quarto estava limpo e enxoval bem organizado. Não faltou nada em nossa reserva, foi ótimo.;Atendimento da recepção no domingo (06/02) durante o check-out, a recepção e central de reservas tem que dialogar quando solicitamos algo, foi atendido no e-mail, mas pessoalmente não.;9;;;;;;
11 de fevereiro de 2023;Bom;;A limpeza deixa muito a desejar, inclusive no elevador.;7;;;;;;
9 de fevereiro de 2023;Muito bom;;Não ter estacionamento. Entretanto, atrás do hotel, há um particular.;8;;;;;;
7 de fevereiro de 2023;Bom;Quarto grande;Café da manhã poderia ser melhor e não cobrar o suco de laranja a parte;;;;;;;
;;;;;;;;;;
O banheiro alagava;" pois a água do chuveiro bem forte e saia no ralo de fora do banheiro e alagava o banheiro""";7;;;;;;;;
7 de fevereiro de 2023;Muito bom o hotel;Conforme e próximo a praia.;Nada a declarar;8;;;;;;
7 de fevereiro de 2023;Ótima;De tudo a camareira Neide super simpática café da manhã muito bom, instalações muito boa só faltou garagem própria;Sem comentários;9;;;;;;
5 de fevereiro de 2023;Muito bom;Localização.;Banheiro.;8;;;;;;
31 de janeiro de 2023;Bom Custo Benefício;A Localização do Hotel é boa e a limpeza tbm.;O Hotel tem uma estrutura velha, funcionando, mais com aspeto de muito uso. Embora esteja bem localizado possui pouquíssimos restaurantes ao redor.;8;;;;;;
29 de janeiro de 2023;Bom;Tive duas reservas num intervalo de uma semana e o último quarto que me hospedei, no 4° andar, foi BEM melhor que a suíte premium.;Porta da varanda fica batendo mesmo fechada, janela estava emperrada . Tive que chamar um funcionário da manutenção para fechá-la , pois corria o risco de quebrar. A TV tem vida própria, não segue os comandos do controle e painel.;7;;;;;;
26 de janeiro de 2023;Bom;Café bom e localização boa.;De não ter vaga de frente ao hotel para embarque e desembarque e não ter estacionamento para os hóspedes.;;;;;;;
"Na acomodação o chuveiro estava pingando o tempo todo.""";7;;;;;;;;;
26 de janeiro de 2023;Muito boa estadia;Muito boas as instalações, camas , banheiro , etc;Piscina água não estava cristalina , o ar condicionado estava com muita poeira nele e entorno;8;;;;;;
26 de janeiro de 2023;Fantástico;Das estações, conforto e praticidade de locomoção.;Da altura do teto do banheiro! ;;;;;;;
E da falta de informação na hora de efetivar a hospedagem.;;;;;;;;;;
Como se conectar a internet!;;;;;;;;;;
Horário do café da manhã e local!;;;;;;;;;;
Horário de funcionamento das piscinas ;;;;;;;;;;
"Para obter estas informações tive que ir no guichê por várias vezes!""";9;;;;;;;;;
25 de janeiro de 2023;Hotel ótimo com vista bonita.;Quarto amplo e com vista pro mar. Café da manhã gostoso e com muitas opções.;O restaurante do hotel a noite não deixava emprestar nem mesmo talheres para os hóspedes comer janta que pediam de delivery. Obrigavam a pagar 5 reais por talheres descartáveis. Funcionários do restaurante bem mal educados.;9;;;;;;
25 de janeiro de 2023;Fantástico;Tapioca do café da manhã é maravilhosa;Limpeza e conservador poderia melhorar;9;;;;;;
23 de janeiro de 2023;Muito bom;Localização;Cheiro de água sanitária muito forte no meu quarto.;8;;;;;;
22 de janeiro de 2023;Fantástico;Localização, espaço do quarto;Falta de estacionamento;9;;;;;;
22 de janeiro de 2023;boa localização, em frente à praia de boa viagem;localização;café da manhã muito básico, muita gente;;;;;;;
televisão do quarto ficava na lateral e não em frente à cama;;;;;;;;;;
"corredores com teto super baixo""";8;;;;;;;;;
21 de janeiro de 2023;Seria perfeito e cuidassem mais da limpeza.;Linda vista, quarto amplo e cama confortável.;Banheiro sujo, com limo na area do box, sujeira acumulada nos cantos, precisando de faxina pesada.;7;;;;;;
21 de janeiro de 2023;Muito bom;;a tv fica do lado da cama;;;;;;;
"horrível""";8;;;;;;;;;
20 de janeiro de 2023;;;;9;;;;;;
18 de janeiro de 2023;poderia melhorar com espaço para garagem;o quarto.;a organização da área das refeições;7;;;;;;
18 de janeiro de 2023;Excelente;Localização e vista para o mar;Café da manhã;9;;;;;;
18 de janeiro de 2023;Fantástico;A localização e a vista do quarto são excepcionais, o chuveiro é muito bom assim como o banheiro , a cama excelente, tv com vários canais, hospedagem muito , muito boa;Apenas deixaria uma ressalva, o café da manhã pela hospedagem que tive , poderia ser mais variado , uma das coisas melhores do café é que tapioca e omelete eram feitos na hora e com qualidade .;9;;;;;;
17 de janeiro de 2023;Muito bom;Localização!!;Recepção pequena e quente!;8;;;;;;
17 de janeiro de 2023;Beira Mar;Localização. O atendimento dos funcionários foi excelente.;A recepção muito pequena! Tivemos um problema na porta do apartamento.;7;;;;;;
17 de janeiro de 2023;Muito bom;Localização excelente, café da manhã variado e gostoso, funcionários atenciosos e educados.;Quarto mal conservado, a cama de casal era duas de solteiro sem pilowtop, o banheiro quando tomava banho vazava água e molhava o banheiro todo.;8;;;;;;
16 de janeiro de 2023;curta, não posso avaliar com precisão.;acomodações são boas, porem necessitam de uma atualização mais moderna.;banheiros, antigos, necessitam maior higienização, torneiras, chuveiros.;8;;;;;;
16 de janeiro de 2023;Bom;Ótima localização, café da manhã bom.;O quarto do 10o andar tinha muito cheiro de comida e incomodava um pouco. No mais, o hotel oferece uma hospedagem honesta.;7;;;;;;
14 de janeiro de 2023;Fantástico;Localização perfeita , de frente para o mar , café da manhã uma.delicia. funcionários super atenciosos , recomendo;;9;;;;;;
10 de janeiro de 2023;Boa;localização;não tem estacionamento;8;;;;;;
8 de janeiro de 2023;Muito bom;excelente localização….. praia boa…. hotel em reforma….;;8;;;;;;
8 de janeiro de 2023;Muito bom;Localização excelente, recepção acolhedora.;Limpeza do quarto em horário inadequado.;8;;;;;;
7 de janeiro de 2023;Ótimo custo benefício em Recife;A relação custo-benefício da hospedagem foi muito boa. Além do café da manhã foi excelente. E a localização, próxima a pontos turísticos também são os pontos fortes do hotel.;O principal ponto fraco do hotel fica por conta da falta de vagas para estacionamento, sendo fortemente recomendado o uso de transporte por aplicativo ou taxi para a movimentação na cidade.;8;;;;;;
2 de janeiro de 2023;Bom;vista da praia;café da manhã razoável;7;;;;;;
31 de dezembro de 2022;localização top;localização e funcionários;café da manhã poderia ser melhor e os sucos são bem ruins;9;;;;;;
30 de dezembro de 2022;Bom;Localização beira mar, quarto e banheiro espaçoso, café da manhã bom tbm, funcionários educados e prestativos!;Um pouco antigo, não tem estacionamento, cama de “casal” era 2 solteiros juntas!;8;;;;;;
28 de dezembro de 2022;Muito bom;Hotel com excelente localização: bem em frente à praia. Perto de mercado, farmácia e bons restaurantes. ;;;;;;;;
"Os funcionários são atenciosos e educados.""";O restaurante do hotel deveria ter mais opções de refeições.;8;;;;;;;;
27 de dezembro de 2022;Hotel aconchegante;Localização e instalações muito boas. Funcionários prestativos e atenciosos. Gostei da varanda de frente para o mar.;Precisa melhorar o estacionamento e parada para embarque e desembarque com Uber.;8;;;;;;
26 de dezembro de 2022;Tranquila.;Boa localização. O quarto é aconchegante.;O frigobar do quarto fazia um pouco de barulho. O restaurante do hotel tem poucas opções e a comida não é das melhores. O banheiro do hall estava sempre com um forte odor de urina.;7;;;;;;
26 de dezembro de 2022;Muito boa;Gostei muito do hotel, voltarei. Bares um pouco longe do hotel a beira da praia. masvaleu;;9;;;;;;
21 de dezembro de 2022;boa;limpeza;pereceu que precisava de uma modernização;7;;;;;;
19 de dezembro de 2022;Recomendo;Do café da manhã;A central n estava funcionando adequadamente;9;;;;;;
19 de dezembro de 2022;Bom, mais deve melhorar !;;Não gostei da porta da janela , faz muito barulho mesmo fechada!;7;;;;;;
19 de dezembro de 2022;Bom 🙂;Boa localização e funcionários sempre muito solícitos.;A limpeza do quarto, a porta pra varanda estava travada...não tinha como abrir.;8;;;;;;
18 de dezembro de 2022;Muito bom;Localização,hotel confortável.;;8;;;;;;
14 de dezembro de 2022;;;;9;;;;;;
14 de dezembro de 2022;Muito bom;Ótima localização. Vista da praia do apto luxo muito bonita.;Não ter maleiro para ajudar com as malas.;8;;;;;;
14 de dezembro de 2022;Muito bom;localização ótima, em frente à praia, perto de mercado, farmácias, shopping etc. ótimo custo benefício pelo que oferece, quarto de bom tamanho, chuveiro bom, a estrutura do hotel que é antiga e caberia uma melhor manutenção ou reforma, mas nada que seja um problema;café da manhã fraco, sem torradeira pra pão, o restaurante em si também não oferece nada demais;8;;;;;;
13 de dezembro de 2022;Muito bom;Cama de casa enorme, ar condicionado split, localização;Achei o banheiro um pouco antigo nas instalações e o cafe da manhã poderia ser melhor;8;;;;;;
13 de dezembro de 2022;Bom custo-benefício. Recomendo.;Localização - tamanho da cama, limpeza do quarto e a linda vista do mar.;Não ter estacionamento próprio e achei o café da manhã desorganizado.;8;;;;;;
12 de dezembro de 2022;Boa localização com um preço bom.;Tamanho do quarto muito bom para 2 adultos e 1 criança, banheiro grande.;Instalações do banheiro estão necessitando de manutenção.;7;;;;;;
12 de dezembro de 2022;Foi maravilhosa;Da localização;;8;;;;;;
9 de dezembro de 2022;Muito bom;Localização de frente para o mar.;Limpeza das toalhas;8;;;;;;
9 de dezembro de 2022;Fantástico;Gostei do atendimento de toda equipe. Localização frente para o mar.;;9;;;;;;
8 de dezembro de 2022;Tivemos uma ótima estadia, recomendo.;Cama confortável, chuveiro maravilhoso.;Faltou a relação de preços dos produtos que estavam no frigobar.;9;;;;;;
7 de dezembro de 2022;Local excelente para saídas na região;O café da manhã é muito bom, ótima localização e diariamente tinha serviço de quarto;Tinha alguns pontos que parecia mofo, mas não foi nada que me incomodou;9;;;;;;
7 de dezembro de 2022;Fantástico;Quarto impecável e com uma vista linda, café da manhã maravilhoso.;Funcionários da recepção alguns antipáticos e frios, limpeza de algumas áreas.;9;;;;;;
7 de dezembro de 2022;bom para custo e benefício;localização;conservação;7;;;;;;
6 de dezembro de 2022;Ótimo custo benefício.;Hotel antigo mas bem conservado, tinha uma placa que dizia estar passando por reforma mas não vi movimento de obra. ;;;;;;;;
Custo benefício vale muito a pena. Localização é excelente; de frente para a praia da Boa Viagem é perto de restaurantes e da feirinha de Boa Viagem.;;;;;;;;;
minha pia estava entupida e prontamente resolveram o problema.;;;;;;;;;;
Reservamos dois quartos e o chuveiro elétrico dos meus pais não funcionava;" porém não foi problema para eles que gostam de tomar banho gelado kkkk""";Única observação que faço é a respeito do pão no café da manhã. Para quem gosta de comer pão, o pão não é do dia, ele é seco e esfarelando.;8;;;;;;;
5 de dezembro de 2022;Bom;Boa localização pra quem quer curtir a praia de boa viagem. O quarto tem uma vista incrível do mar. Funcionários atencioso e bem cordiais;Acústica dos quartos é muito ruim, qualquer ruído no corredor era escutado nos quarto dificultando o descanso. Produtos do frigobar demasiadamente caros, uma água de 330ml custava 8 reais . Café da manhã praticamente não tem opções de alimentos integrais e mais saudáveis;7;;;;;;
3 de dezembro de 2022;Excelente hotel;Vista pro mar e quarto amplo .;A limpeza do quarto pode melhorar. O chão estava gorduroso.;9;;;;;;
3 de dezembro de 2022;Muito bom;O café da manhã é bem variado, a localização é ótima;O quarto tem mto cheiro de mofo, com pontos de mofo nas paredes, e o banheiro precisa de uma manutenção;8;;;;;;
3 de dezembro de 2022;Ótima localização;Adorei o espaço e a localização é perfeita e o melhor que tem. O chuveiro é muito bom!;As cortinas poderiam ser black-out. Pois pra quem não está acostumado com claridade, 4h da manhã já está de pé.;9;;;;;;
2 de dezembro de 2022;foi satisfatória;espaçoso;móveis danificados;7;;;;;;
1º de dezembro de 2022;Ótima localização;A localização é excelente, tem vista para o mar. Fica em frente a um ótimo posto da praia de Boa Viagem. Funcionários do hotel são educados e prestativos.;Achei a estrutura antiga e não muito boa e que a limpeza deixou a desejar.;8;;;;;;
30 de novembro de 2022;Confortável;Quarto amplo, banheiro espaçoso. Localização muito boa.;;8;;;;;;
30 de novembro de 2022;Bom;cama boa, em frente à praia, quarto grande;limpeza deixa um pouco a desejar, mas nada que incomode;7;;;;;;
30 de novembro de 2022;muito boa relação custo benefício.;cana e café da manhã.;falta de estavionamento.;8;;;;;;
29 de novembro de 2022;Tem uma boa vista pro mar;Vista;Valores;8;;;;;;
22 de novembro de 2022;Hotel bom para ficar perto da praia de Boa Viagem, mas limpeza deixou a desejar;O quarto é bem espaçoso, a cama era ótima, e os móveis do quarto eram novos. A sacada tem uma vista linda para a praia de Boa Viagem, e o hotel fica a uma distância razoável da Feirinha de Boa Viagem.;A sacada não tinha proteção e o parapeito era baixo, para crianças pode ser bem perigoso. O banheiro precisava de algumas melhorias, principalmente o espelho que estava todo degradado pela idade. A limpeza do banheiro estava bem ruim, com cabelos no chão e no box. Notei que outras pessoas também relataram esse problema da limpeza, então acho que essa deveria ser uma prioridade do hotel em melhorar.;7;;;;;;
21 de novembro de 2022;Muito bom;A vista e a localização;O atendimento, com exceção de um funcionário da cozinha que durante o café da manhã, se mostrou muito prestativo, já que a pessoa que fazia as tapiocas, omeletes e etc...,nunca estava no horário que abria o restaurante.;8;;;;;;
18 de novembro de 2022;Não vale oque cobra;A cama é boa;Não há interruptores suficientes, cheiro de mofo.;7;;;;;;
15 de novembro de 2022;Fantástico;Localização, em frente a praia de Boa Viagem.;;9;;;;;;
14 de novembro de 2022;Boa localização;Localização;Café da manhã;7;;;;;;
14 de novembro de 2022;Bom custo-benefício;A localização é muito boa para quem quer estar em Boa Viagem, mas distante de alguns locais que era do nosso interesse (Arena Pernambuco). O café-da-manhã é bom em quantidade e qualidade, mas podia ter maior diversidade entre um dia e outro. O hotel conta com restaurante que possibilita comer bem sem ter que sair. O quarto (807) e o banheiro são espaçosos.;O café-da-manhã poderia ter maior diversidade. É bem difícil desembarcar na frente do hotel porque sempre está cheio, além de não haver um funcionário para ajudar com as malas no embarque/desembarque.;9;;;;;;
13 de novembro de 2022;Recomendo;O hotel, apesar de antigo, é maravilhoso! Tem quartos grandes, banheiros super espaçosos, chuveiro forte! Localização na orla da Praia de Boa Viagem, perto de tudo! Gostei muito!;;9;;;;;;
12 de novembro de 2022;a estrutura me surpreendeu negativamente;tamanho da cama;para receber uma visita tive que pagar;7;;;;;;
12 de novembro de 2022;Fantástico;Localização e café da manhã.;Limpeza do quarto deixa a desejar. Reclamei e continuou como estava.;9;;;;;;
11 de novembro de 2022;Razoável;Localização;Acredito que a limpeza dos quartos deixam a desejar. Também é pouca a variedade do café. O Hotel devia fazer um convênio com um estacionamento, custa muito caro deixar o carro num estacionamento próximo ao hotel.;7;;;;;;
11 de novembro de 2022;A estadia foi tranquila e o ponto alto é a cortesia dos funcionários. isto pode me levar a retornar, caso não tenha outr;quarto;banheiro. precisa arrumar as ferragens ( chuveiro), água morna deficiente por causa do entupimento do chuveiro. Enfim, ferragens precisam ser arrumadas.;7;;;;;;
9 de novembro de 2022;Fantástico;A localização é excelente e o quarto de frente que ficamos tinha uma ótima vista para o mar.;O café da manhã poderia ser mais incrementado com comidas típicas e o café passado na hora e não feito na máquina. O restaurante embaixo do hotel é caro e não possui o melhor atendimento.;9;;;;;;
5 de novembro de 2022;Fantástico;O café da manhã é ótimo e completo. Funcionários atenciosos. Localização ótima, em frente à praia de Boa Viagem. Piscina na cobertura com vista sensacional.;A limpeza deixou a desejar. O hotel tem aparência e móveis mais antigos do que mostram as fotos do booking.;9;;;;;;
4 de novembro de 2022;Muito bom;Gostei da localização do hotel, da limpeza e do café da manhã .;Não gostei do fato de não ter estacionamento.;8;;;;;;
2 de novembro de 2022;Boa localização, mas merece melhorias;Boa localização. Café da manhã razoável.;Quarto muito antigo, com um leve cheiro de mofo.;7;;;;;;
2 de novembro de 2022;Muito bom;conforto e localização;estacionamento;8;;;;;;
29 de outubro de 2022;Estadia razoável.;Nada;Os funcionários não tem o mínimo de simpatia.;8;;;;;;
28 de outubro de 2022;Satisfeita;Acomodação boa, café bom;Problema com elevadores, saguão precisa de reforma;8;;;;;;
27 de outubro de 2022;Fantástico;Localização é o ponto alto desse hotel. Esperava mais por ser um 4 estrelas;Limpeza;9;;;;;;
27 de outubro de 2022;ótima para descansar.;da sacada e da cama;Café da manhã sem variedades de salgado.;8;;;;;;
26 de outubro de 2022;Atendeu as expectativas;Ótima localização;Piscina;8;;;;;;
22 de outubro de 2022;Momento de prazer.;Atenção dos funcionários, localização, limpeza e um café da manhã excelente;;;;;;;;
22 de outubro de 2022;Pode melhorar;Dos quartos e café da manhã;Do banheiros da recepção porque estava com mau cheiro e velho. Precisa de reforma;8;;;;;;
21 de outubro de 2022;Ótimo custo benefício, vista espetacular.;Hotel com ótimo custo benefício! Quarto amplo e com vista ampla de todo o mar. Boa limpeza e cama confortável. Ótima localização.;O café da manhã é bem simples e sem muitas opções. O hotel poderia dar uma melhorada nisso.;8;;;;;;
21 de outubro de 2022;Muito bom;Mto limpo e mto arrejado;;8;;;;;;
21 de outubro de 2022;gostei, retornarei;quarto de frente para o mar e espaçoso!;café da manhã poderia ser mais farto e ter mais travesseiros no quarto;9;;;;;;
20 de outubro de 2022;Vale a pena o custo benefício;Localização é ótima!;Café da manhã com pouca variedade;9;;;;;;
18 de outubro de 2022;Fantástico;O quarto é grande, bonito, com uma sacada grande. A vista é maravilhosa.;;;;;;;;
"Nenhuma reclamação.""";;9;;;;;;;;
18 de outubro de 2022;Bom;Boa localização, recepção 24h.;Poderia ter mais opções no café da manhã.;7;;;;;;
16 de outubro de 2022;Atendeu a todas as expectativas e tivemos uma ótima estadia.;Quartos espaçosos e confortáveis, hotel bem localizado, educação excepcional de todos que trabalham lá, a vista da piscina é linda e o café da manhã tem bastante variedade.;Não tem coberta nos quartos (mas é só pedir na recepção) e não tem tomada próximo à cama.;9;;;;;;
14 de outubro de 2022;Custo e benefício, vale a pena.;Boa localização, acomodações muito boa.;O hotel não tem uma baia para estacionar o carro para desembarque e embarque para as malas, tem que estacionar em qualquer lugar para esse serviço. Senti falta de uma mesa e cadeira na sacada.;9;;;;;;
13 de outubro de 2022;Muito bom;Localização maravilhosa, quarto espaçoso, cama boa. Ótimo café da manhã.;;8;;;;;;
11 de outubro de 2022;Bom;Lugar e ótima localização.;;;;;;;;
"Quarto bem espaçoso.""";Não gostei da cama casal, pq ultiliza 2 solteiro, muito desconfortável, fica mais a cama em sim são boas para dormi sozinha..;7;;;;;;;;
10 de outubro de 2022;Mais ou menos;A localização é ótima, os quartos também!;O hotel não tinha estacionamento;;;;;;;
"O café da manhã pouca variedade e demorando muito pra repor!""";7;;;;;;;;;
8 de outubro de 2022;ficamos somente uma noite, mas pudemos notar vazamentos e má conservação do hotel. gostamos do atendimento;localização, cama boa, lençóis e toalhas limpas;má conservação;7;;;;;;
5 de outubro de 2022;ótimo custo benefício;localização e café da manhã;boa acomodação;8;;;;;;
3 de outubro de 2022;excelente custo benefício;localização;funcionários;8;;;;;;
2 de outubro de 2022;Bom;Os funcionários são muito educados e solicitos.;;7;;;;;;
2 de outubro de 2022;Relaxar;Localização,café da manhã;Nota-se que o hotel necessita de algumas reformas mas nada que tenha atrapalhado a minha estadia.;7;;;;;;
1º de outubro de 2022;Atendeu as expectativas para uma noite.;Boas acomodações, localização privilegiada, bom restaurante no local, wi-fi estável.;Falta de estacionamento privativo.;8;;;;;;
1º de outubro de 2022;Vale a hospedagem.;Localização, presteza no atendimento, café da manhã.;O banheiro requer uma melhor manutenção.;8;;;;;;
29 de setembro de 2022;Bom custo/benefício, mas o Hotel merece atenção e uma reforma.;Localização, cama boa, café da manhã e funcionários prestativos. A vista da varanda é muito bonita.;Poucos funcionários, Hotel antigo, mas parece que será reformado. Roupas de cama com manchas, maçanetas velhas e quebradas, box que acumula água, cortinas velhas. O Chão do quarto e banheiro encardidos.;8;;;;;;
29 de setembro de 2022;Compensa pela localização e pelo preço;Do atendimento dos funcionários e da lozalização.;Café da manhã e limpeza do quarto;9;;;;;;
29 de setembro de 2022;Muito bom;Camas otimas, banho excelente e ppr ser quarto de frente a vista é maravilhosa.;Estacionamento não tem e melhoria no atendimento quando na chegada do hotel, pois tive que descer com as malas e ninguém se ofereceu para ajudar e fazer as honras do hotel para com o cliente.;;;;;;;
"Também podem colocar uma televisão melhor e um pouco maior.""";8;;;;;;;;;
28 de setembro de 2022;Foi uma boa escolha. Melhor que o outro hotel em Recife;Cafe da manhã excelente. Quartos grandes. Camas boas. Bom atendimento. Boa localização. Garagem grande.;Das toalhas, como sempre;8;;;;;;
28 de setembro de 2022;Muito bom;Localização funcionários quarto;Café da manhã;8;;;;;;
28 de setembro de 2022;Não me hospedaria novamente, não fosse pelos funcionários;Cordialidade dos funcionários;Limpeza do quarto. Vidro muuuuito sujo, cortinas mofadas e cheiro de esgoto no wc (isso que estávamos no 10° andar).;7;;;;;;
28 de setembro de 2022;Bom para dormir,já para passar o dia lá......😏;Cama super confortável ;;;;;;;;
Excelente café da manhã; muitas opções. ;;;;;;;;;
Localização em frente a praia;;;;;;;;;;
"Limpeza diária""";Ar-condicionado estava com defeito,por mais que aumentasse ou diminuísse a temperatura,nada se modificava, aliás, a tela do controle do ar estava quebrada,não dava para ver nenhum número;;;;;;;;;
A TV ficou sem internet os 3 dias em que passei lá; avisei na recepção e disseram que era um problema que estava acontecendo e nada foi resolvido;tive que assistir através do meu celular;;;;;;;;
Tem uma recepcionista em específico;" uma """"loira"""" que é um pouco rude com os hóspedes ";;;;;;;;;
O elevador para a piscina é velho; aparenta esta danificado no teto e faz um barulho muito estranho.;;;;;;;;;
Quando chegamos;"o cheiro de água sanitária nas toalhas e piso era muito forte""";7;;;;;;;;
28 de setembro de 2022;Estadia muito boa. Vale a pena;Localizado na melhor área da praia de Boa Viagem.;;;;;;;;
Quarto amplo e muito bom.;;;;;;;;;;
"Funcionários educados.""";Não gostei do jantar no restaurante Leme (anexo ao hotel) em determinada noite. Pedi uma picanha ao ponto. Recebi uma carne requentada no azeite, seca. Era evidente que não foi feito na hora. Comi porque estava com fome. Foi comunicado a garçonetes que só ouviram educadamente. Mas ninguém tomou uma atitude de fazer alguma coisa (oferecer outro prato, desconto, sei lá.....). Enfim, pedi o prato mais caro do cardápio para comer com um bom vinho e a carne era requentada. As vezes teria que ser um pouco mal educado e mandar a comida de volta, levantar da mesa e ir embora.;;;;;;;;;
Ah;" no dia seguinte a pizza estava boa""";9;;;;;;;;
26 de setembro de 2022;Bom;;Os funcionários não são nada simpáticos e receptivos para quem lida com turísticas.;7;;;;;;
25 de setembro de 2022;Bom;;Havia apenas 1 interruptor funcionando para acender e apagar a luz do quarto e que este ficava encostado na cama quase escondido, não havia uma luz direcionada para a escrivaninha e nem havia uma cadeira, tendo que usar a cadeira da mesa de refeições.;7;;;;;;
24 de setembro de 2022;Fantástico;Cama, café, localização.;Box e pia do banheiro entupida.;9;;;;;;
20 de setembro de 2022;Fantástico;;A cama era ruim, basicamente duas camas de solteiro emendada uma na outra, toda hora dava aquele “buraco” entre os dois colchões.;9;;;;;;
13 de setembro de 2022;Fantástico;Excelente localização, café da manhã variado, boas instalações.;A limpeza do banheiro precisa de uma atenção maior, muita sujeira acumulada nos rejuntes do box, mas deu pra relevar.;9;;;;;;
12 de setembro de 2022;Custo benefício satisfatório.;Localização, vista maravilhosa do mar, custo benefício ok.;Instalações antigas, o ambiente não é acolhedor.;8;;;;;;
9 de setembro de 2022;Uma boa estadia em um dos melhores pontos da cidade.;Café da manhã e a localização são excelentes.;O atendimento do restaurante no horário do almoço no domingo foi um pouco lento.;8;;;;;;
6 de setembro de 2022;Muito bom;De um modo geral gostei bastante da hospedagem.;Havia um movel no quarto com mofo e foi dificil controlar a rinite. A unica coisa que tenho a reclamar.;8;;;;;;
5 de setembro de 2022;muito boa;limpeza.;;8;;;;;;
5 de setembro de 2022;recomendo. voltarei a me hospedar nesse hotel;a localização, limpeza, atendimento;;8;;;;;;
4 de setembro de 2022;Boa;Excelente localização, quarto amplo, limpeza;Café da manhã, pouca variedade;8;;;;;;
4 de setembro de 2022;MUITO BOM RECOMENDO;O ATENDIMNTO MUITO BOM, LIMPO, APESAR DE REFORMAS FEITAS NO PREDIO, CAFE DA MANHÃ BOM;;8;;;;;;
30 de agosto de 2022;bom;quanto confortável;não tem estacionamento;8;;;;;;
29 de agosto de 2022;Ótimo custo benefício, considerado preço, conforto e localização.;localização e dimensões do quarto;banheiro com defeito, box com cortina de plástico;8;;;;;;
26 de agosto de 2022;Bom;quarto espaçoso;a porta de vidro da sacada estava batendo com o vento;7;;;;;;
25 de agosto de 2022;Muito bom;Ótima localização, em frente a praia..cama confortável, quarto grande e limpo. Sacada do quarto suja. Café da manhã com pouca variedade..porém uma tapioca feita na hora, deliciosa. ;;;;;;;;
No geral ótimo hotel;" excelente custo benefício.""";;8;;;;;;;
24 de agosto de 2022;hotel com ótima localização , café da manhã variado e ótima limpeza;espaço do quarto e limpeza;;9;;;;;;
23 de agosto de 2022;Foi satisfatória voltarei !;localização da;No dia da saída bloquearam a porta do meu quarto as 11:00 sendo que se encerra as 12:00 e demora no elevador só funcionou um e estava havendo congresso;8;;;;;;
22 de agosto de 2022;Ótimo local para hospedagem.;Localização é excelente.;;9;;;;;;
21 de agosto de 2022;ótimo custo benefício na Boa Viagem;localização e custo benefício;nada que desabone o hotel.;9;;;;;;
20 de agosto de 2022;A estadia com a minha família foi incrível. Super recomendo;Localização - Vários restaurantes e de frente pra praia;;;;;;;;
Café da manhã muito gostoso e com variedade ;;;;;;;;;;
"Custo Benefício muito justo.""";Teto baixo do banheiro e o chuveiro também.;;;;;;;;;
Quem tem mais de 1;"85 tem que abaixar no banho.""";9;;;;;;;;
19 de agosto de 2022;Atendeu nossas expectativa.;Localização em frente à praia, próximo ao Aeroporto e ao Centro histórico da Cidade.;;9;;;;;;
18 de agosto de 2022;Estadia excelente nao tenho do que reclamar , somente a limpeza do quarto e ar condicionado q nao;Gostei da acomodação e cafe da manha excelentes;Nao gostei da arrumação dos quartos saia de manha chegava as três da tarde ainda nao tinham arrumado o quarto e quando arrumava so forrava a cama . Os banheiros estavam totalmente encardidos e nem varriam o quarto;8;;;;;;
15 de agosto de 2022;Bom;Localização do hotel;Ar condicionado velho e jogo de toalhas velhas;7;;;;;;
10 de agosto de 2022;Boa;Localização;Não tem estacionamento.;8;;;;;;
10 de agosto de 2022;razoável;hotel super bem localizado, funcionários super cordiais e atenciosos e solícitos estão de parabéns ‘;tivemos alguns contratempos como ar condicionado que não gelava para todo o quarto, serviço de quarto muito lento solicitei uma troca de toalha que demorou por mais de 1 hora para serem entregue, toalhas velhas com manchas de sujeira que não saem .;7;;;;;;
9 de agosto de 2022;Estadia razoável;Localização;;;;;;;;
8 de agosto de 2022;hotel bom para quem está de passagem por Recife;localização. quarto grande. cama confortável;quarto de frente ao mar muito barulhento. café da manhã sem variedade;7;;;;;;
8 de agosto de 2022;excelente custo benefício!!;quartos reformados. lençol de cama cheiroso. quarto amplo. camas confortáveis. área da piscina aconchegante com uma bela vista da beira mar.;toalhas poderiam melhorar! ;;;;;;;
atendimento dos funcionários poderia ser mais cortes! notei que é costumeiro na cidade até mesmo com os carros de aplicativo a falta de trato com o turista. ;;;;;;;;;;
"o interfone do quarto não estava funcionando.""";9;;;;;;;;;
